"nombre","ABEJORRAL","ABRIAQUI","ALEJANDRIA","AMAGA","AMALFI","ANDES","ANGELOPOLIS","ANGOSTURA","ANORI","ANTIOQUIA","ANZA","APARTADO","ARBOLETES","ARGELIA","ARMENIA","BARBOSA","BELLO","BELMIRA","BETANIA","BETULIA","BOLIVAR","BRICEÃO","BURITICA","CACERES","CAICEDO","CALDAS","CAMPAMENTO","CAÃASGORDAS","CARACOLI","CARAMANTA","CAREPA","CARMEN DE VIBORAL","CAROLINA","CAUCASIA","CHIGORODO","CISNEROS","COCORNA","CONCEPCION","CONCORDIA","COPACABANA","DABEIBA","DON MATIAS","EBEJICO","EL BAGRE","ENTRERRIOS","ENVIGADO","FREDONIA","FRONTINO","GIRALDO","GIRARDOTA","GOMEZ PLATA","GRANADA","GUADALUPE","GUARNE","GUATAPE","HELICONIA","HISPANIA","ITAGUI","ITUANGO","JARDIN","JERICO","LA CEJA","LA ESTRELLA","LA PINTADA","LA UNION","LIBORINA","MACEO","MARINILLA","MEDELLIN","MONTEBELLO","MURINDO","MUTATA","NARIÃO","NECHI","NECOCLI","OLAYA","PEÃOL","PEQUE","PUEBLORRICO","PUERTO BERRIO","PUERTO NARE-LA MAGDALENA","PUERTO TRIUNFO","REMEDIOS","RETIRO","RIONEGRO","SABANALARGA","SABANETA","SALGAR","SAN ANDRES","SAN CARLOS","SAN FRANCISCO","SAN JERONIMO","SAN JOSE DE LA MONTAÃA","SAN JUAN DE URABA","SAN LUIS","SAN PEDRO","SAN PEDRO DE URABA","SAN RAFAEL","SAN ROQUE","SAN VICENTE","SANTA BARBARA","SANTA ROSA DE OSOS","SANTO DOMINGO","SANTUARIO","SEGOVIA","SONSON","SOPETRAN","TAMESIS","TARAZA","TARSO","TITIRIBI","TOLEDO","TURBO","URAMITA","URRAO","VALDIVIA","VALPARAISO","VEGACHI","VENECIA","VIGIA DEL FUERTE","YALI","YARUMAL","YOLOMBO","YONDO-CASABE","ZARAGOZA"
"RITA MARIA VASQUEZ GAVIRIA",1,0,0,2,3,0,2,0,0,3,1,14,3,0,0,13,19,1,2,12,0,0,5,15,0,9,1,2,0,0,4,1,0,32,5,0,0,0,0,2,2,0,1,5,3,33,1,0,0,2,4,0,0,3,0,2,0,32,1,0,2,8,26,2,0,1,4,21,220,0,1,4,0,6,4,0,2,0,2,5,2,0,2,0,2,0,5,0,1,0,1,0,0,8,0,0,1,1,2,1,1,1,0,1,1,3,1,7,4,3,1,1,32,1,1,0,189,0,0,0,0,2,1,1,55
"VICTOR RAUL YEPES FLOREZ",0,12,11,31,89,6,8,1,5,10,6,206,193,1,0,23,231,0,6,14,7,6,7,64,3,137,1,4,2,4,983,49,3,49,180,4,3,64,6,38,388,14,138,33,3,5544,87,309,3,125,53,7,17,22,0,12,2,342,5,43,5,15,41,10,68,16,5,52,1921,4,1,174,5,7,77,0,24,21,6,90,19,52,58,3,44,43,111,20,0,54,0,9,1,129,1,14,65,3,2,37,22,5,8,10,7,12,23,1,31,24,14,1,316,15,50,0,15,4,14,6,1,45,30,5,3
"JHENIFER MORALES GUERRERO",0,0,2,1,1,1,0,0,14,2,1,7,4,0,1,4,23,0,1,2,2,1,0,3,1,5,0,2,0,0,10,2,0,10,11,1,0,1,0,2,1,1,2,0,0,68,0,3,0,1,5,1,1,2,0,0,0,21,2,1,0,2,5,1,0,0,0,0,143,0,2,1,0,6,6,0,0,0,6,6,2,0,2,1,8,0,3,0,0,2,0,1,0,2,0,0,1,0,1,0,4,0,1,1,3,0,0,1,1,0,0,1,30,0,1,0,5,0,1,1,2,1,6,16,5
"SANDRA MILENA RUIZ FERNANDEZ",0,0,0,5,4,1,2,0,3,0,0,34,1,0,3,7,42,3,12,3,3,1,1,15,1,15,1,0,0,2,22,6,1,35,7,4,0,3,1,9,2,13,1,16,3,72,1,1,0,4,2,0,4,6,0,0,2,27,2,0,2,3,15,2,3,2,2,1,303,0,1,0,1,4,4,1,1,2,1,6,4,0,4,3,8,1,11,2,1,0,0,0,0,1,0,4,4,0,2,2,5,2,1,2,4,3,1,0,4,7,1,2,32,2,2,3,0,3,2,1,0,6,1,8,9
"LAURA ARIAS GALEANO",0,0,0,2,1,6,3,2,0,3,1,6,2,2,1,41,32,2,11,3,5,13,0,12,0,6,0,0,0,1,15,3,1,15,5,6,3,2,2,8,12,4,0,8,0,37,4,20,0,2,1,1,1,3,3,1,2,28,4,1,4,6,11,0,4,3,3,8,425,1,1,0,3,4,10,1,1,1,2,4,3,4,1,2,17,0,4,5,0,2,0,0,1,2,1,5,3,2,1,5,6,6,3,4,5,4,14,0,38,4,4,7,19,1,0,2,3,6,18,0,0,7,2,1,3
"PARTIDO DE LA U",401,34,403,2809,475,6031,378,138,107,1756,120,3543,3702,402,51,1662,5969,20,183,641,839,13,127,627,441,3701,52,152,396,308,1165,2588,49,5341,2555,179,176,56,347,2460,1021,158,80,897,57,5112,595,442,159,2874,372,242,49,2960,1639,244,385,4264,76,404,351,5067,2825,377,587,128,406,1943,36414,153,8,492,800,1611,3238,327,1324,407,319,752,274,213,570,1770,4348,63,2123,1062,89,115,36,938,22,1507,443,113,2793,333,300,1442,2098,1646,838,1382,258,1083,1528,1269,211,444,474,94,3934,143,1625,52,87,149,869,1017,472,1022,394,206,411
"SOLO LISTA PARTIDO DE LA U",71,4,24,308,67,378,33,56,14,198,37,524,349,98,7,172,727,3,24,74,126,3,45,165,68,389,1,32,10,26,147,237,7,632,523,13,34,16,84,229,83,41,26,153,18,682,82,47,17,195,39,68,12,352,57,41,18,546,32,48,61,449,287,37,124,19,44,199,5443,33,0,55,80,213,693,39,95,30,56,109,23,35,86,139,353,8,134,250,8,27,8,86,6,191,90,35,306,39,48,134,271,260,99,216,53,174,96,119,30,23,46,16,631,12,201,10,9,27,141,229,57,180,75,42,86
"ALEXANDER FLOREZ GARCIA",238,0,2,681,39,65,45,11,2,33,4,237,63,280,5,139,516,5,4,10,352,0,3,147,3,98,3,14,0,28,273,276,1,608,1286,19,37,1,14,642,24,36,11,385,2,1281,131,9,4,186,12,7,2,307,660,15,7,1681,4,43,13,3170,596,26,148,77,231,108,3872,16,2,110,215,510,130,2,372,247,0,90,152,13,10,344,513,5,1003,644,5,11,2,21,0,25,228,4,74,138,34,325,42,33,15,183,12,729,64,11,46,7,10,2,623,4,219,0,7,22,28,12,11,56,83,4,84
"JUAN FELIPE LEMOS URIBE",47,0,47,382,155,5325,10,3,62,163,35,538,2892,4,10,41,742,0,83,135,192,3,20,33,121,354,21,11,366,182,245,1207,14,779,66,31,55,8,31,234,574,8,6,29,13,752,46,261,12,47,10,58,16,1920,121,11,318,541,1,209,12,206,148,144,187,3,23,204,8378,12,0,5,459,651,370,261,348,24,220,159,3,8,14,135,1029,0,544,115,58,16,11,23,4,494,39,7,327,42,125,162,38,14,4,780,13,69,346,59,37,374,288,56,247,94,730,25,5,1,292,216,9,545,27,14,6
"LEON DARIO RAMIREZ VALENCIA",16,7,18,63,17,71,20,24,2,1240,25,431,146,2,22,116,1759,1,6,9,120,5,44,34,39,2471,13,17,1,60,96,455,9,2035,147,15,12,2,179,1006,198,29,9,35,11,1141,270,14,91,108,9,59,4,33,697,137,18,422,17,57,168,634,103,101,30,4,3,1026,7651,76,0,23,2,35,67,7,444,1,12,166,69,27,28,55,356,5,191,9,7,13,3,735,4,297,6,11,1370,65,22,131,1635,1013,7,29,24,8,659,1014,30,12,84,4,739,1,355,5,54,11,25,12,72,42,15,15,10
"LUZ MARY CARDENAS CASTAÃO",11,0,0,2,3,87,0,2,0,3,0,19,17,0,0,16,27,5,0,1,4,0,0,6,0,12,0,1,0,4,2,5,0,26,10,4,2,0,11,7,2,5,0,2,0,18,1,3,1,8,2,0,1,10,1,3,2,97,0,13,3,13,14,0,11,8,3,9,227,1,0,0,1,10,59,2,4,1,0,3,0,8,2,8,146,1,8,0,2,2,0,2,0,3,0,6,6,1,2,0,4,3,7,7,2,3,1,1,0,1,0,0,70,19,1,0,1,2,2,3,0,4,11,0,2
"GUILLERMO LEON PALACIO VEGA",6,21,288,1232,171,10,255,1,12,42,7,897,25,10,1,1052,1497,0,39,384,8,0,5,20,196,147,12,67,2,0,128,195,15,286,107,75,15,26,9,193,109,22,22,28,5,549,9,74,25,2181,260,19,9,187,9,4,2,420,7,3,67,427,1468,37,39,1,88,232,5581,4,1,207,5,59,1563,9,15,95,18,68,8,95,367,1019,1551,2,129,0,3,24,7,27,3,357,53,14,462,5,34,636,27,165,658,31,128,30,303,28,3,1,15,9,1214,2,49,5,3,57,335,512,300,112,38,101,136
"ALEJANDRO MONTOYA LOPEZ",4,0,1,81,3,11,4,4,1,8,1,113,27,4,0,35,81,0,1,1,2,0,0,5,3,23,0,1,1,0,28,23,1,37,18,2,3,0,1,10,4,2,0,4,2,45,1,4,1,72,15,4,0,25,65,3,2,56,2,2,4,51,54,2,7,0,2,17,449,0,0,9,1,4,29,1,4,0,0,2,1,2,12,36,65,0,12,4,0,1,0,5,0,8,0,1,23,0,2,15,4,14,14,17,6,5,15,3,3,4,1,1,62,0,9,0,0,5,18,1,9,9,1,2,10
"DEIBY ALEJANDRO RESTREPO AGUDELO",3,1,0,9,4,38,1,2,1,28,3,37,40,0,1,8,73,0,12,1,7,0,6,90,1,38,0,0,8,1,27,112,0,270,38,9,2,0,5,19,3,1,0,54,0,56,14,2,6,11,5,3,3,35,5,4,9,74,2,10,8,18,50,5,16,2,1,34,465,4,3,3,2,23,35,2,9,3,5,17,4,1,3,6,35,34,9,1,1,4,0,12,0,17,3,3,82,2,4,13,36,14,6,18,2,7,12,12,5,4,13,2,46,8,29,2,1,6,10,1,4,17,127,7,12
"MARIA CLARA HERMIDA RODRIGUEZ",2,0,0,9,3,1,1,1,0,4,1,23,9,1,1,3,54,0,0,1,4,0,1,51,4,11,0,2,1,0,16,13,0,59,56,2,0,0,2,9,0,4,0,43,1,21,4,0,1,11,2,2,0,7,1,13,1,34,2,1,1,11,14,1,3,1,2,11,226,2,1,8,0,39,12,0,4,0,0,9,0,2,4,3,8,0,5,0,0,0,0,3,1,4,8,3,11,7,5,4,4,19,5,6,2,1,1,4,9,1,2,0,17,0,3,1,0,1,1,0,0,5,3,1,21
"MARIA ORFALINA ZAPATA DAZA",1,0,0,7,2,2,0,5,8,6,0,48,9,0,2,9,72,1,0,5,2,0,0,6,1,22,0,0,0,1,5,16,1,50,24,3,1,0,4,11,1,2,1,115,1,47,6,3,0,9,1,3,0,16,2,3,1,30,4,6,1,8,12,10,2,0,1,13,376,4,0,9,16,3,22,1,2,1,0,9,4,1,25,3,19,0,8,0,1,5,0,4,1,4,2,4,12,7,7,2,16,45,10,7,2,1,2,11,8,0,1,2,23,0,8,0,0,1,1,15,1,9,2,5,5
"CARMEN DURAN DE VILLANUEVA",1,1,2,8,1,6,3,1,4,7,0,43,28,0,0,1,36,2,1,3,3,0,1,32,1,18,2,1,0,0,18,8,1,179,26,1,2,1,2,8,2,2,0,9,1,31,2,3,0,4,2,1,0,7,0,1,1,20,3,1,4,11,9,3,1,4,1,15,272,0,0,3,1,10,25,2,0,0,0,8,1,4,2,2,28,0,3,1,0,1,0,4,0,5,0,11,16,5,1,1,4,10,2,5,3,8,1,3,9,1,0,0,32,2,5,0,4,3,2,3,1,5,1,2,3
"YULIET BRISBANY QUINTERO CALDERON",1,0,1,4,1,5,0,9,1,6,3,30,8,0,1,29,29,2,9,6,7,2,1,3,1,14,0,4,4,3,14,7,0,43,10,1,0,0,2,7,7,1,0,2,0,37,5,3,0,6,4,3,2,3,7,6,1,30,0,2,4,5,6,0,1,6,4,10,302,0,0,5,2,7,24,0,1,0,2,2,2,0,3,3,27,3,10,11,1,0,0,8,2,2,0,8,11,0,2,4,5,20,4,24,4,7,3,0,15,2,1,1,19,1,0,1,0,10,8,1,2,15,1,0,1
"GEOVANNY OSSA BEDOYA",0,0,3,7,0,11,3,15,0,10,1,437,56,0,0,10,224,1,1,0,0,0,1,6,0,79,0,2,1,1,117,11,0,73,72,2,1,1,0,63,4,3,3,4,2,324,10,8,1,21,3,4,0,12,3,0,3,222,0,2,1,20,45,2,1,1,0,37,2123,0,1,12,1,6,61,0,3,1,1,94,1,8,6,6,162,4,41,23,1,1,0,2,1,28,5,1,33,1,5,4,9,25,1,9,2,8,17,3,3,1,2,0,88,0,3,1,1,1,4,2,1,8,2,6,2
"JEFFERSON ANDRES MENDOZA GOMEZ",0,0,0,4,0,1,0,0,0,0,0,22,3,1,1,13,18,0,0,0,0,0,0,2,0,7,0,0,0,0,2,2,0,17,14,1,0,0,0,4,1,0,0,2,0,15,1,2,0,3,1,0,0,3,6,1,0,2,1,0,1,4,4,0,2,0,0,2,99,0,0,1,1,4,5,1,0,0,0,5,0,2,2,0,14,0,1,1,0,0,1,0,0,6,1,1,3,0,1,0,1,3,1,4,0,0,0,0,0,0,0,0,11,0,2,1,0,0,0,0,1,0,0,0,3
"IVAN DARIO VALLEJO SEPULVEDA",0,0,0,5,5,10,0,0,0,6,1,29,8,0,0,8,56,0,0,0,0,0,0,5,0,7,0,0,0,0,5,6,0,92,37,0,1,1,0,3,2,1,0,17,1,64,2,2,0,5,1,0,0,12,3,1,0,43,1,1,0,4,8,1,8,0,1,2,264,1,0,41,4,8,23,0,3,0,1,3,0,3,3,5,11,1,3,0,0,0,0,2,0,6,0,0,36,11,3,3,0,3,0,6,1,6,0,1,5,2,0,1,40,0,4,0,0,0,1,3,1,4,4,2,4
"HUMBERTO RESTREPO ISAZA",0,0,0,1,2,2,0,2,0,0,0,9,5,1,0,3,9,0,2,3,4,0,0,2,1,4,0,0,1,0,3,3,0,12,6,0,1,0,3,3,1,0,0,5,0,7,1,2,0,1,0,3,0,12,2,0,0,12,0,1,1,14,2,0,0,2,0,8,149,0,0,0,8,10,15,0,15,0,2,1,2,0,1,2,9,0,9,1,0,2,0,1,0,3,2,2,1,3,4,3,0,1,1,24,2,4,1,0,3,0,0,0,18,0,1,1,0,2,1,4,0,5,1,0,1
"DANIEL ESTEBAN GOMEZ RAMIREZ",0,0,15,3,0,2,2,0,0,2,1,99,12,1,0,6,34,0,1,8,5,0,0,17,1,4,0,0,1,1,29,6,0,80,109,1,9,0,0,7,6,0,2,4,0,32,7,3,0,5,4,7,0,13,0,1,2,21,0,4,1,21,4,5,6,0,1,10,304,0,0,1,2,3,98,0,5,3,2,4,4,1,1,2,15,0,7,1,0,8,4,3,0,52,6,2,14,7,0,5,1,2,2,11,1,21,4,0,4,10,10,0,31,0,4,0,0,0,0,3,1,5,1,3,3
"LUZ YADIRA PEÃA ALVAREZ",0,0,2,3,2,6,1,2,0,0,1,7,5,0,0,1,15,0,0,0,3,0,0,3,1,3,0,0,0,1,10,6,0,63,6,0,1,0,0,5,0,1,0,6,0,10,3,2,0,1,2,1,0,6,0,0,0,13,0,1,1,1,1,3,1,0,1,6,233,0,0,0,0,16,7,0,0,1,0,3,0,3,1,2,7,0,6,1,2,0,0,0,0,5,0,0,6,0,1,0,1,2,2,5,1,2,3,0,1,1,1,0,23,0,2,0,2,0,0,0,2,1,2,2,22
"PARTIDO CAMBIO RADICAL",119,30,31,261,108,360,89,39,39,122,21,1050,792,20,12,687,7167,25,35,96,534,7,17,473,46,1851,30,55,54,36,840,3130,173,3911,828,142,80,51,295,1803,246,72,109,738,39,8208,279,236,17,424,46,72,18,324,194,34,110,5884,332,106,146,688,1089,162,708,42,81,1241,23945,35,15,349,42,506,537,221,336,54,92,805,2114,317,633,426,1165,25,2080,60,22,49,28,159,9,784,179,273,307,375,363,90,158,206,46,306,940,369,104,331,131,22,58,24,1148,137,229,90,73,319,108,388,203,332,95,303,1752
"SOLO LISTA PARTIDO CAMBIO RADICAL",12,2,3,48,12,31,8,6,6,30,5,187,60,8,1,88,747,4,7,21,73,1,4,105,6,180,8,8,4,3,91,176,18,320,100,9,15,6,42,143,23,15,14,88,7,903,18,15,2,45,12,15,8,70,14,2,14,524,72,18,29,109,134,19,81,3,11,117,3620,4,2,28,5,59,116,42,47,13,17,89,199,28,106,43,172,8,115,18,3,8,2,13,3,87,34,27,86,31,49,20,30,45,9,65,145,54,4,29,39,2,8,10,198,20,43,6,6,41,29,22,22,48,14,43,192
"JORGE LEON RUIZ RUIZ",51,8,4,15,0,9,44,1,6,7,0,253,357,1,0,32,334,0,0,4,3,0,0,59,1,240,4,6,0,1,123,86,0,1170,162,28,2,2,8,44,1,10,7,64,1,223,33,61,7,23,8,7,0,18,9,4,5,283,201,23,38,12,31,47,23,1,1,586,2605,6,1,8,0,33,132,17,12,5,0,119,8,28,22,3,139,0,60,4,0,7,2,10,0,22,1,137,12,252,4,3,26,30,0,42,101,61,23,15,4,2,1,0,89,1,4,6,33,2,3,13,2,32,7,92,10
"MAURICIO MARIA ZULUAGA RUIZ",28,2,2,31,9,42,4,7,13,21,2,76,52,3,2,20,311,8,2,8,5,1,3,35,25,96,12,3,5,3,53,91,3,399,35,7,20,14,9,88,10,2,3,27,5,336,35,23,0,42,0,5,1,31,3,2,8,641,3,4,7,37,323,28,40,1,5,119,2697,2,2,8,7,37,77,9,8,1,18,43,14,11,28,8,55,0,973,1,4,1,2,13,2,13,12,22,23,6,4,3,5,28,3,23,61,11,15,2,1,4,6,2,512,44,24,62,2,6,7,7,1,40,8,54,29
"JAVIER BERNARDO TORRES ORTIZ",9,1,1,2,2,24,6,0,0,1,1,20,11,1,0,5,33,1,0,1,4,0,0,8,0,20,0,0,0,0,4,24,1,39,9,5,0,0,7,7,0,0,1,7,0,45,1,3,1,7,1,1,0,4,2,5,1,206,8,10,6,8,19,1,16,5,0,25,438,1,1,1,0,3,16,2,5,0,0,2,0,8,1,5,70,1,10,0,0,0,0,1,0,1,0,6,5,9,4,0,2,3,0,5,5,8,6,0,0,0,0,0,32,4,0,2,4,2,1,0,1,1,2,6,3
"JORGE OMAR VALENCIA VELEZ",5,2,0,3,1,14,1,0,1,1,6,107,1,1,2,58,252,2,2,3,14,0,1,22,2,24,0,4,0,0,97,24,0,109,44,1,3,0,7,36,0,1,3,14,3,64,0,22,3,44,9,0,1,24,0,1,2,79,1,7,1,5,14,2,12,7,0,12,967,1,1,4,17,4,4,2,1,1,0,3,2,74,8,3,63,0,19,1,3,0,1,9,0,3,1,5,5,0,3,3,7,20,2,2,10,9,1,0,11,0,0,4,41,0,10,4,0,1,2,0,3,9,2,2,10
"MAURICIO PARODI DIAZ",4,0,0,18,2,22,2,5,4,17,0,102,59,2,0,155,3512,0,0,1,21,1,1,45,2,121,2,7,4,5,28,20,1,91,124,2,4,5,8,465,7,8,48,40,11,314,6,2,0,38,2,0,0,34,13,2,16,446,6,1,4,66,96,0,9,6,2,15,3084,1,5,257,2,78,87,0,14,8,4,22,21,5,7,19,88,7,397,10,0,3,2,25,0,14,3,18,5,8,7,8,11,13,3,27,12,13,21,3,12,2,1,0,65,3,31,4,1,1,0,330,2,139,17,1,11
"JOSE EVELIO PEREZ ARBOLEDA",3,1,1,9,2,28,12,4,1,16,3,39,13,0,2,18,378,7,11,12,5,0,0,20,3,91,0,6,4,3,33,2412,1,401,22,8,18,3,10,46,7,2,16,272,2,363,63,19,0,6,2,8,3,65,4,10,2,3016,3,4,21,37,107,20,488,5,18,246,2741,12,1,9,0,28,12,1,7,3,37,73,41,9,10,28,244,6,77,0,5,0,3,37,0,10,59,6,39,10,6,25,35,16,0,22,22,9,6,0,17,9,10,0,50,59,87,1,9,6,15,0,3,18,15,7,25
"JOSE IGNACIO MESA BETANCUR",2,8,14,113,67,163,4,7,4,14,2,64,197,2,1,202,1056,0,4,33,395,4,4,16,1,965,2,11,33,3,358,210,136,109,256,67,2,15,195,808,141,8,3,12,3,5240,98,75,4,149,2,13,4,38,140,6,58,366,16,26,26,357,283,32,9,5,37,57,4588,6,1,9,8,5,32,142,222,21,4,361,1716,130,403,288,175,2,311,21,3,9,1,31,0,565,48,15,94,13,260,4,21,19,11,77,529,23,12,270,6,0,16,3,41,4,21,3,3,238,39,4,156,7,24,48,11
"LUISA FERNANDA NARANJO OROZCO",2,1,0,2,1,19,0,4,1,2,1,9,5,0,1,26,69,2,7,4,5,0,3,26,0,12,0,3,0,0,4,8,0,32,2,0,1,0,1,19,13,1,1,3,5,83,5,3,0,3,3,4,0,10,5,0,0,74,1,10,3,9,7,0,5,8,1,22,478,0,0,0,0,6,6,1,0,0,0,3,2,5,0,3,51,0,37,2,0,1,1,7,3,1,2,18,7,6,5,2,10,3,2,12,7,138,9,0,7,0,0,1,20,0,0,0,0,4,3,0,2,10,1,25,3
"LINA MARCELA BEDOYA BLANDON",1,2,2,3,3,1,1,1,2,4,0,51,8,0,0,2,80,1,1,2,3,0,1,3,0,25,1,2,2,0,8,29,5,33,16,8,1,3,2,23,2,1,1,26,0,86,4,4,0,7,1,2,0,6,0,0,2,47,10,1,7,6,18,3,8,0,3,4,504,0,0,5,2,3,18,3,5,0,0,48,44,3,8,2,18,0,11,0,0,8,1,4,0,2,3,7,6,6,7,1,2,4,2,5,11,2,1,4,5,0,2,1,6,0,2,1,0,5,2,1,2,5,3,5,5
"ELSY MARIA MARMOLEJO GARCIA",1,0,0,2,0,0,0,0,0,0,0,19,7,0,0,10,23,0,0,0,0,0,0,20,0,4,0,0,0,2,2,3,0,30,3,0,0,0,0,7,0,0,1,10,0,21,0,0,0,0,0,1,0,2,0,0,0,16,8,0,1,1,3,2,1,1,0,4,294,0,0,1,1,9,0,2,1,0,0,3,0,1,3,0,4,0,2,0,1,0,0,0,1,2,0,0,0,0,1,0,2,0,1,3,2,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,33
"LUCELLY GUARIN SIERRA",1,3,2,10,3,0,3,2,0,1,0,38,7,0,1,17,104,0,1,4,0,0,0,8,5,26,0,0,0,0,9,21,1,28,4,3,2,2,3,31,9,16,2,6,0,109,0,3,0,32,1,10,0,8,3,1,0,64,0,1,1,15,35,2,3,0,1,4,759,2,0,5,0,19,13,0,3,0,0,5,7,8,11,13,49,0,26,0,1,0,5,2,0,40,7,2,11,1,0,9,0,11,8,2,6,4,3,3,0,0,0,0,31,1,1,0,1,4,3,5,4,5,1,2,11
"JUAN CLAUDIO VELASQUEZ TABORDA",0,0,0,0,2,5,1,1,0,2,0,19,5,0,2,3,60,0,0,1,0,0,0,4,0,5,1,0,0,0,19,10,1,15,12,1,0,0,0,12,30,1,6,4,1,139,6,4,0,3,0,2,0,3,0,1,0,22,0,0,0,1,1,1,4,0,0,10,220,0,0,8,0,2,6,0,1,1,0,13,1,1,3,0,9,0,4,1,1,0,0,2,0,4,1,1,2,4,5,1,3,4,2,5,0,7,0,4,1,0,10,1,15,0,0,0,1,3,0,2,0,8,0,5,4
"MABEL DEL SOCORRO LOPEZ GARCIA",0,0,0,2,0,0,0,0,0,3,1,14,1,0,0,1,76,0,0,0,1,0,0,1,0,7,0,0,0,0,4,6,1,35,5,2,1,1,1,14,0,4,0,8,0,37,3,1,0,5,3,0,0,4,0,0,0,20,0,0,0,3,7,1,4,0,0,2,203,0,0,1,0,9,4,0,1,0,8,3,3,3,2,1,9,0,12,1,0,0,0,1,0,3,1,2,6,0,0,3,2,4,0,1,3,2,0,0,3,1,0,0,6,0,1,0,1,1,0,0,0,3,0,3,5
"LEIDY TATIANA SALAZAR SANCHEZ",0,0,0,2,0,1,0,0,0,1,0,19,0,0,0,3,42,0,0,0,2,0,0,1,0,23,0,2,0,0,1,5,3,14,18,0,0,0,0,41,1,0,0,2,0,96,2,1,0,6,1,0,0,1,0,0,2,14,0,1,0,4,7,1,1,0,0,4,166,0,0,1,0,2,3,0,4,0,0,13,46,0,8,7,7,1,14,0,0,3,0,0,0,2,2,2,3,1,0,1,0,2,0,2,13,1,0,1,1,0,1,0,3,0,5,1,0,1,2,0,2,2,0,1,2
"EDUARDO ENRIQUE ZAMBRANO MORENO",0,0,1,0,1,0,0,1,0,0,0,10,0,0,0,1,13,0,0,0,3,0,0,7,0,5,0,1,0,0,1,1,0,15,1,0,0,0,1,4,0,0,0,2,1,14,1,0,0,4,1,0,0,1,0,0,0,20,3,0,1,5,1,0,2,0,0,4,70,0,0,0,0,4,3,0,1,1,1,0,0,0,1,0,2,0,0,1,0,1,0,3,0,0,1,1,0,2,3,2,0,0,0,3,0,4,0,0,3,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1
"LUIS EDUARDO CORREA FERNANDEZ",0,0,1,1,0,1,1,0,0,2,0,10,8,2,0,9,29,0,0,2,0,0,0,19,1,4,0,2,0,0,4,3,1,49,10,0,10,0,0,4,1,1,1,9,0,101,3,0,0,1,0,4,1,4,0,0,0,32,0,0,1,13,1,3,2,0,0,8,189,0,1,3,0,5,7,0,4,0,1,3,7,3,3,3,6,0,7,0,1,7,8,1,0,13,3,2,3,26,0,5,1,0,0,9,0,17,3,0,3,2,3,0,9,0,0,0,0,1,2,4,0,3,1,8,14
"CARLOS IGNACIO VELEZ GONZALEZ",0,0,0,0,3,0,2,0,1,0,0,13,1,0,0,37,48,0,0,0,0,0,0,74,0,3,0,0,2,16,1,1,1,1022,5,1,1,0,1,11,1,2,2,144,0,34,1,0,0,9,0,0,0,1,1,0,0,14,0,0,0,0,2,0,0,0,2,2,322,0,0,1,0,200,1,0,0,0,2,2,3,0,9,0,4,0,5,0,0,1,0,0,0,2,1,2,0,0,5,0,1,4,3,1,13,5,0,0,16,0,0,2,27,0,0,0,12,1,0,0,3,2,0,1,1383
"POLO DEMOCRATICO ALTERNATIVO",91,29,16,242,102,391,56,43,21,263,23,523,137,25,14,368,4197,16,18,83,135,12,51,50,25,829,15,40,14,51,123,867,36,712,340,114,110,22,489,1188,66,89,39,163,41,3495,176,40,40,595,33,90,9,448,74,43,18,3543,53,134,97,510,582,40,132,74,45,556,28575,26,9,23,31,72,150,14,114,20,28,208,122,28,110,116,1721,15,824,52,19,97,14,47,21,59,23,96,127,58,85,83,277,182,67,450,243,147,53,72,192,32,34,9,293,7,65,22,74,50,27,5,13,201,59,180,91
"SOLO LISTA POLO DEMOCRATICO ALTERNATIVO",16,3,2,48,30,24,8,8,6,43,5,132,16,9,1,72,803,4,4,4,32,1,12,7,5,170,0,10,2,11,25,121,11,120,53,13,17,3,101,146,7,29,7,22,9,707,25,9,7,107,5,24,2,98,4,5,4,647,18,18,15,112,130,11,36,13,7,99,5473,7,3,7,0,8,26,6,15,3,9,36,20,7,34,29,283,2,136,14,5,15,1,7,4,12,7,21,12,7,19,16,59,41,13,43,62,35,11,12,14,6,8,2,82,1,17,7,6,11,6,0,1,45,15,34,27
"VICTOR JAVIER CORREA VELEZ",44,0,0,15,6,127,2,2,1,9,9,13,0,0,1,35,308,0,1,45,39,3,0,3,8,55,2,2,2,14,2,29,1,44,9,24,12,1,349,225,1,11,17,1,2,367,14,3,1,47,5,6,0,26,20,15,1,274,4,21,29,33,52,2,11,2,0,48,2575,2,0,0,0,2,1,1,5,1,4,3,3,2,1,9,87,4,139,20,0,9,0,7,3,1,2,6,1,5,0,15,2,17,4,18,1,12,1,2,18,17,2,0,5,0,3,2,41,3,1,0,0,11,4,1,11
"RODRIGO DE JESUS SALDARRIAGA SANIN",11,9,1,46,31,190,5,14,3,116,1,71,7,5,4,140,1845,2,6,4,38,2,6,16,4,340,7,12,2,3,15,130,16,270,29,42,43,3,9,477,10,26,2,14,26,1532,85,8,4,210,18,22,3,154,18,6,10,1307,8,63,15,221,208,6,41,41,17,261,11297,2,4,4,1,13,14,1,61,1,5,69,41,9,16,44,540,1,368,10,6,5,3,12,4,12,4,46,12,17,27,14,69,76,15,74,89,21,22,27,52,1,11,2,23,2,18,2,18,16,3,0,1,84,17,95,11
