"nombre","ABEJORRAL","ABRIAQUI","ALEJANDRIA","AMAGA","AMALFI","ANDES","ANGELOPOLIS","ANGOSTURA","ANORI","ANTIOQUIA","ANZA","APARTADO","ARBOLETES","ARGELIA","ARMENIA","BARBOSA","BELLO","BELMIRA","BETANIA","BETULIA","BOLIVAR","BRICEÃO","BURITICA","CACERES","CAICEDO","CALDAS","CAMPAMENTO","CAÃASGORDAS","CARACOLI","CARAMANTA","CAREPA","CARMEN DE VIBORAL","CAROLINA","CAUCASIA","CHIGORODO","CISNEROS","COCORNA","CONCEPCION","CONCORDIA","COPACABANA","DABEIBA","DON MATIAS","EBEJICO","EL BAGRE","ENTRERRIOS","ENVIGADO","FREDONIA","FRONTINO","GIRALDO","GIRARDOTA","GOMEZ PLATA","GRANADA","GUADALUPE","GUARNE","GUATAPE","HELICONIA","HISPANIA","ITAGUI","ITUANGO","JARDIN","JERICO","LA CEJA","LA ESTRELLA","LA PINTADA","LA UNION","LIBORINA","MACEO","MARINILLA","MEDELLIN","MONTEBELLO","MURINDO","MUTATA","NARIÃO","NECHI","NECOCLI","OLAYA","PEÃOL","PEQUE","PUEBLORRICO","PUERTO BERRIO","PUERTO NARE-LA MAGDALENA","PUERTO TRIUNFO","REMEDIOS","RETIRO","RIONEGRO","SABANALARGA","SABANETA","SALGAR","SAN ANDRES","SAN CARLOS","SAN FRANCISCO","SAN JERONIMO","SAN JOSE DE LA MONTAÃA","SAN JUAN DE URABA","SAN LUIS","SAN PEDRO","SAN PEDRO DE URABA","SAN RAFAEL","SAN ROQUE","SAN VICENTE","SANTA BARBARA","SANTA ROSA DE OSOS","SANTO DOMINGO","SANTUARIO","SEGOVIA","SONSON","SOPETRAN","TAMESIS","TARAZA","TARSO","TITIRIBI","TOLEDO","TURBO","URAMITA","URRAO","VALDIVIA","VALPARAISO","VEGACHI","VENECIA","VIGIA DEL FUERTE","YALI","YARUMAL","YOLOMBO","YONDO-CASABE","ZARAGOZA"
"SERGIO AUGUSTO ECHEVERRI DUQUE",6,0,0,3,15,2,4,12,0,1,0,4,3,0,0,17,136,1,0,2,1,3,0,3,0,12,2,0,4,0,3,22,1,23,4,1,16,10,1,51,0,4,1,2,0,55,13,1,1,5,0,12,0,23,12,1,0,48,1,2,7,20,10,1,11,0,4,47,602,4,0,1,0,6,3,0,12,2,5,33,0,4,13,0,436,0,9,0,0,25,0,2,7,0,0,0,1,1,14,6,2,5,2,217,14,11,0,5,3,2,1,0,1,0,3,1,1,2,0,0,2,6,11,5,10
"CARIDAD DE JESUS VASQUEZ CASAS",4,4,0,13,1,0,11,0,3,23,0,86,14,0,7,26,102,2,0,0,5,0,4,4,0,10,0,0,0,0,7,14,0,25,93,6,0,1,4,42,1,2,1,18,0,49,2,0,0,28,1,0,1,16,0,1,1,59,1,5,2,17,11,0,5,2,1,8,683,0,1,2,1,1,49,0,1,0,0,3,31,0,9,0,49,6,9,1,0,13,0,2,0,4,1,12,41,3,2,0,4,1,13,13,13,1,0,0,9,0,0,0,78,0,1,2,0,2,4,0,0,1,0,6,1
"CLARA CECILIA GIRALDO PUERTA",2,8,0,3,0,5,0,1,0,20,0,15,5,0,0,6,69,2,1,2,0,0,2,3,0,14,0,0,0,0,12,16,0,27,6,3,2,0,7,18,1,0,0,37,0,45,7,1,3,5,1,3,0,6,2,1,0,65,4,1,0,6,12,0,3,1,1,8,465,2,0,0,0,17,10,0,1,0,0,8,3,1,2,1,18,1,10,0,0,0,2,0,0,0,0,1,22,0,1,4,8,2,2,4,4,1,0,2,5,1,1,0,1,0,5,1,0,1,2,0,1,8,3,2,3
"JAIRO ALBERTO RAMIREZ GIRALDO",2,1,0,1,0,6,0,1,0,3,1,13,1,0,0,3,52,1,3,0,1,1,1,1,0,6,0,0,0,1,0,8,0,17,8,10,0,0,2,9,1,0,1,0,0,38,0,1,0,31,0,0,0,7,0,0,0,30,0,1,2,4,5,1,1,0,0,6,404,1,0,2,1,0,4,0,0,1,0,2,1,0,2,1,5,0,4,0,1,1,0,2,0,1,0,0,4,0,4,1,5,0,3,0,3,2,0,0,3,1,0,0,2,0,0,0,2,0,1,0,1,2,0,2,0
"ELKIN DE JESUS PEREZ ZAPATA",2,0,0,5,0,2,1,0,0,1,0,7,1,0,0,3,39,0,0,1,0,0,1,0,0,11,1,0,0,0,0,6,0,9,8,4,0,0,3,6,0,0,1,1,0,37,0,0,0,6,0,2,1,6,0,2,0,63,2,4,4,4,5,0,0,2,0,1,788,2,0,1,0,0,5,1,0,1,0,1,6,1,0,0,38,0,7,0,0,1,0,0,0,0,0,1,5,0,0,0,1,0,3,6,0,9,0,0,3,0,0,0,12,0,0,1,0,0,2,0,0,2,0,0,2
"JOHN HENRY GRANDA HERNANDEZ",2,0,0,1,0,3,0,0,0,0,0,2,0,0,0,3,15,0,0,3,3,0,0,0,0,6,0,0,0,0,0,2,0,3,2,0,1,0,5,8,0,0,0,1,0,16,1,0,0,4,0,2,0,1,1,1,1,13,0,2,1,8,2,0,1,1,0,2,169,0,0,1,0,0,0,0,3,0,1,1,0,1,1,0,6,0,7,1,2,0,0,0,0,1,1,2,0,1,1,0,1,1,0,2,0,1,0,1,2,0,1,0,3,0,0,0,0,1,0,0,0,1,1,3,1
"CARLOS EMIR PEREZ SIERRA",1,0,0,2,1,1,0,2,1,1,0,66,3,0,0,9,55,0,0,0,1,0,1,1,0,12,1,0,2,0,10,5,0,15,93,0,0,0,0,16,1,1,0,3,0,30,0,1,1,5,0,2,0,4,1,2,0,38,1,2,1,6,8,0,2,2,0,4,333,0,0,0,1,0,9,0,1,0,0,5,0,0,1,0,21,0,9,0,0,0,0,1,1,17,0,2,3,2,3,2,2,8,1,6,1,6,1,1,5,0,0,0,12,0,2,0,0,0,0,0,0,2,1,2,0
"LUZ MARLENY TORO RESTREPO",1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,5,36,0,0,2,0,0,0,3,0,2,0,0,0,0,1,2,0,23,3,0,0,0,0,3,1,1,0,2,0,25,0,0,0,7,0,1,0,2,0,0,0,22,1,0,0,0,4,0,1,0,0,5,386,0,0,0,0,2,2,0,0,0,1,0,0,0,5,0,14,0,3,0,0,0,0,0,0,0,0,0,2,2,3,0,1,0,0,10,0,0,2,1,0,0,0,0,16,0,0,1,0,2,0,0,0,1,0,1,7
"DUBAN ANTONIO VELEZ MEJIA",0,0,0,10,0,4,0,1,6,6,0,30,0,4,1,12,284,0,0,2,3,1,2,0,0,67,0,1,1,3,14,13,5,16,8,1,1,1,3,61,0,1,4,21,1,189,5,2,0,69,1,3,0,9,2,2,0,184,2,3,14,9,34,2,4,5,3,16,1804,0,0,1,0,1,3,0,1,0,0,10,9,0,2,9,36,1,34,0,3,16,0,4,1,0,0,1,3,3,3,6,11,9,4,7,5,4,3,13,4,1,0,1,12,2,3,0,0,0,0,1,1,6,0,8,2
"RUBEN DARIO GOMEZ CANO",0,4,1,73,13,2,19,0,0,2,1,7,2,0,0,3,44,1,0,2,0,1,16,1,0,23,0,9,0,0,8,14,1,51,2,0,2,0,0,12,13,2,0,29,0,36,1,2,17,4,1,3,0,6,1,1,0,24,0,2,1,8,8,12,1,3,0,3,363,0,0,1,1,1,5,0,2,0,1,5,1,0,2,3,21,0,9,0,0,0,1,0,0,1,0,0,0,3,0,0,2,3,1,3,10,20,3,0,29,0,0,0,2,1,1,0,1,11,3,0,4,2,2,3,8
"LINA MARIA PALACIO LEMOS",0,0,0,2,0,0,0,0,0,4,0,18,1,1,0,3,67,0,2,2,2,0,3,2,0,25,0,1,0,0,5,7,0,8,5,1,1,0,1,18,0,0,0,2,1,60,0,2,0,7,1,3,1,6,1,1,0,58,2,1,1,6,5,0,0,0,1,6,430,1,0,0,0,0,1,0,1,0,0,4,0,0,1,3,19,0,9,0,0,1,0,2,1,0,0,1,2,1,1,1,2,1,2,3,5,1,1,2,5,0,0,1,7,0,1,0,0,0,1,0,0,7,1,5,1
"CANDY MARIA FONSECA FERNANDEZ",0,0,1,10,1,2,4,0,0,11,0,26,5,1,0,9,143,0,1,8,4,0,0,2,5,26,0,0,0,2,9,19,0,18,1,2,4,3,1,43,1,10,0,4,1,140,8,4,5,39,0,5,0,18,7,2,0,129,6,4,1,22,25,2,2,0,4,16,1198,0,0,0,1,6,5,2,3,1,0,14,5,2,4,9,44,0,34,2,0,7,2,1,0,1,3,0,9,2,1,7,3,10,3,17,9,4,3,1,3,1,2,1,11,0,3,0,1,1,0,3,1,7,2,6,4
"JUAN PABLO GOMEZ GOMEZ",0,0,0,8,2,4,1,1,0,9,3,11,2,3,0,7,100,3,0,1,2,0,0,1,1,17,0,0,0,0,4,438,0,12,5,4,4,0,0,26,5,1,1,2,0,92,2,4,0,9,0,0,0,14,5,1,0,69,0,2,0,18,10,0,4,2,3,9,571,2,0,2,10,9,4,0,3,4,0,2,0,1,0,7,73,0,18,4,0,0,0,2,0,0,1,1,2,2,0,4,2,3,1,12,6,9,1,0,13,0,4,0,10,1,1,0,1,0,0,0,1,10,2,1,2
"MARIA GEOVANNA PEZZOTTI VILLEGAS",0,0,2,2,1,0,1,1,0,6,0,9,5,1,0,1,17,0,0,4,1,0,0,1,2,5,0,4,0,0,3,3,0,14,7,1,6,0,0,2,6,0,1,2,1,20,1,0,0,1,0,2,0,6,0,2,0,20,2,0,1,7,2,1,3,0,0,4,176,0,0,0,0,1,3,0,0,0,0,4,1,0,2,0,4,0,2,0,0,4,4,2,0,1,1,0,2,5,0,3,0,2,0,5,1,7,4,0,10,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,1
"LEOCADIO DE JESUS LOPEZ MARTINEZ",0,0,9,0,1,19,0,0,1,6,3,9,72,1,0,14,82,0,0,1,3,0,3,2,0,28,2,1,1,17,5,18,1,17,4,2,1,0,3,25,18,1,3,2,0,57,12,2,1,11,0,0,1,46,0,0,1,493,1,3,3,9,51,2,6,0,4,13,858,3,1,1,15,5,6,3,5,6,2,8,1,0,15,1,27,0,17,0,2,0,1,3,0,8,3,2,6,4,6,4,103,3,0,10,20,3,1,5,14,2,4,1,15,0,7,5,3,0,3,1,0,3,0,6,0
"PARTIDO ALIANZA SOCIAL INDEPENDIENTE",47,2,10,48,65,82,4,14,11,31,2,1444,301,30,2,212,693,1,11,9,71,55,2,60,10,85,14,9,2,4,462,331,3,265,128,10,44,12,76,100,114,23,9,114,7,762,26,15,3,71,8,15,34,233,24,9,8,606,9,285,20,275,240,12,47,10,5,399,8940,6,9,52,6,144,952,5,81,4,10,100,21,34,15,95,8020,5,163,4,10,108,14,27,33,567,18,19,185,36,11,78,50,39,13,63,17,144,8,12,80,4,5,3,2317,16,78,25,9,6,9,127,3,341,13,26,51
"SOLO LISTA PARTIDO ALIANZA SOCIAL INDEPENDIENTE",1,1,1,3,7,15,1,3,2,6,0,91,13,4,0,14,66,0,3,2,5,2,0,8,3,9,3,0,0,3,32,15,1,24,12,0,5,0,8,11,7,4,1,7,3,78,3,1,0,10,1,2,1,20,0,0,0,53,3,39,1,11,17,0,6,0,2,23,665,2,0,2,1,6,111,1,7,1,0,8,4,1,5,11,363,1,11,1,2,11,5,1,3,41,3,3,10,5,4,3,16,6,1,5,4,14,3,4,3,0,0,0,167,0,8,0,2,1,1,13,1,23,2,3,6
"MARTA PATRICIA BERNAL SUAREZ",37,0,1,2,1,25,0,0,0,0,0,27,184,19,0,5,55,0,1,0,2,1,0,14,0,2,0,0,0,0,7,223,0,106,2,1,4,5,5,3,26,4,0,77,0,30,0,3,0,3,0,3,0,147,7,2,0,66,0,218,9,181,89,0,24,6,1,258,501,0,0,5,0,68,471,0,15,0,1,8,2,21,0,41,7074,0,16,1,0,60,3,0,0,3,9,0,69,5,1,54,2,0,2,19,1,98,1,0,1,0,0,0,15,1,2,2,2,0,0,0,1,1,2,0,19
"JAIRO HERRAN VARGAS",3,0,0,0,30,2,0,0,0,5,0,3,0,0,0,5,84,0,0,0,0,0,0,7,0,15,0,1,0,0,2,6,0,1,5,1,2,0,0,9,0,0,1,0,0,81,0,0,1,7,0,1,0,6,13,0,0,62,0,0,0,3,18,1,2,0,0,33,1855,0,0,0,0,23,1,0,1,0,0,5,0,0,1,8,20,0,21,0,1,0,1,1,1,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,0,1,0,3,0,2,0,0,0,0,0,0,24,0,0,0
"ADOLFO LEON MARTINEZ MUÃOZ",2,0,0,0,11,2,0,0,0,2,1,8,1,2,0,1,78,0,0,0,2,0,0,0,0,8,0,0,1,0,13,7,1,11,12,0,0,4,1,13,2,1,1,2,0,49,2,0,0,3,1,0,0,4,0,0,2,92,0,2,0,11,7,0,0,1,1,4,790,1,0,1,0,7,10,0,18,1,1,2,0,0,0,1,30,0,20,0,0,0,0,0,0,1,0,1,0,1,1,2,15,0,0,5,1,1,0,1,0,0,0,0,8,0,2,0,0,1,1,4,0,5,1,1,0
"JUAN MANUEL VALDES BARCHA",1,0,3,1,4,20,1,1,1,11,0,194,16,0,1,138,215,0,0,1,41,2,1,11,2,29,0,3,0,0,88,27,0,44,10,1,1,0,51,40,27,3,3,2,3,359,7,2,0,25,1,0,0,26,1,5,0,118,2,3,1,13,32,0,3,0,1,16,2972,1,1,1,3,6,119,1,28,0,1,6,9,3,0,22,156,2,66,0,4,3,1,20,2,446,3,4,10,1,2,4,3,5,1,1,2,1,0,2,1,1,1,0,125,0,53,0,1,0,3,84,1,9,3,18,0
"ERIKA PATRICIA BOTERO VARGAS",1,0,0,0,1,0,0,0,0,3,0,13,5,0,0,0,18,0,1,1,0,0,0,1,0,2,0,0,0,1,3,5,0,2,2,4,0,0,0,1,0,0,0,3,0,10,0,0,1,1,0,0,0,1,0,0,0,3,0,2,0,2,3,0,1,0,0,0,168,1,0,0,2,4,1,0,1,0,0,26,0,2,0,2,7,0,3,0,1,3,0,0,0,2,0,0,0,2,0,0,1,2,0,1,0,4,0,1,2,0,0,0,4,0,1,0,1,0,0,11,0,1,0,0,0
"WAGNER ONEILL MOSQUERA PALACIOS",1,0,1,1,0,0,0,2,0,0,0,14,3,0,0,4,18,0,1,1,14,2,0,1,0,2,0,0,0,0,2,2,0,0,1,0,6,0,3,10,0,6,0,2,0,22,2,1,0,8,0,0,0,2,0,0,2,33,0,0,0,2,9,0,0,0,0,4,359,1,0,1,0,2,8,0,0,0,0,0,1,1,0,3,13,0,6,0,1,16,1,0,2,14,0,1,0,0,0,5,2,5,2,0,1,3,0,0,1,0,0,0,12,0,2,0,0,1,2,4,0,0,2,0,1
"SOR BERENICE BEDOYA PEREZ",1,0,1,4,3,10,0,7,0,3,0,20,9,0,1,3,26,0,2,1,2,47,1,3,3,1,9,1,0,0,14,11,1,15,6,0,19,1,5,3,2,0,0,3,1,13,2,3,0,7,2,2,32,6,0,0,1,38,1,2,2,9,23,2,2,0,0,7,274,0,5,2,0,12,13,3,8,1,2,1,1,1,0,1,104,1,4,0,0,0,0,0,19,3,1,3,4,0,0,3,5,13,0,13,3,2,3,2,65,2,1,0,64,9,3,23,2,0,0,2,0,267,0,1,2
"GLORIA ELENA ERAZO GARNICA",0,1,0,2,1,1,0,0,2,0,0,14,15,2,0,2,14,0,0,0,1,0,0,2,0,4,0,0,0,0,9,6,0,18,2,1,0,0,1,2,1,3,0,7,0,19,0,1,0,0,0,1,0,9,2,0,0,11,2,14,1,16,10,2,1,0,0,30,216,0,1,0,0,7,40,0,0,0,4,4,1,2,0,3,137,0,5,0,0,3,2,0,1,5,0,3,4,13,0,0,0,1,1,3,1,4,0,0,0,0,0,1,9,2,3,0,0,0,1,1,0,1,0,0,6
"ANA PATRICIA USUGA GIL",0,0,0,1,0,1,1,0,0,0,0,2,1,0,0,7,4,0,0,0,0,1,0,0,0,2,1,0,0,0,2,1,0,1,2,0,0,0,1,0,3,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,1,1,0,0,1,0,3,46,0,0,1,0,1,4,0,0,0,0,0,0,0,1,0,9,1,1,1,0,0,0,0,0,1,0,3,1,1,0,1,0,2,0,8,2,3,0,0,2,0,0,0,8,0,0,0,0,1,0,1,0,4,0,0,2
"JOHN FABIO SOTO CASTAÃEDA",0,0,0,1,0,0,0,0,0,0,0,25,2,0,0,5,6,0,0,0,1,0,0,0,0,1,0,0,0,0,8,1,0,1,1,0,0,0,0,0,3,1,1,0,0,14,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,7,41,0,0,2,0,0,7,0,0,0,0,2,0,0,2,2,14,0,1,0,0,0,0,0,0,8,0,0,2,2,0,1,1,0,0,1,0,1,0,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"DAYANA PAOLA AVENDAÃO BOLAÃO",0,0,0,1,0,0,0,0,0,0,0,10,3,0,0,0,11,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,37,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72,0,0,0,0,0,0,2,0,0,0,0,2
"JUAN ALEJANDRO SIERRA GIL",0,0,0,0,0,1,0,1,0,1,0,5,4,0,0,0,5,1,0,0,1,0,0,1,0,1,0,1,0,0,6,14,0,4,9,0,1,0,1,0,1,0,1,5,0,6,1,0,1,2,0,0,0,3,0,1,1,16,0,1,0,6,11,0,2,0,0,3,98,0,0,0,0,3,6,0,0,0,1,2,1,1,0,0,15,0,1,0,0,0,0,1,2,3,0,0,7,2,2,0,3,0,0,0,0,0,0,0,3,0,1,0,9,1,2,0,0,1,0,0,0,2,1,1,3
"NATHALI RIVERA MARTINEZ",0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,4,13,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,0,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,41,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,14,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0
"MARIA EUGENIA GARCIA USCATEGUI",0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,3,0,0,0,1,0,0,0,8,0,0,0,2,2,0,1,0,0,1,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"WILLIAM DE JESUS HENAO CARDONA",0,0,0,0,0,5,0,0,0,0,0,30,1,2,0,2,5,0,2,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,1,0,0,18,0,1,0,1,5,0,0,2,0,2,56,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,20,0,1,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,31,0,0,0,1,1,0,0,0,0,0,0,0
"MARIO DE JESUS AGUDELO VASQUEZ",0,0,3,31,5,0,1,0,0,0,1,764,18,1,0,18,52,0,0,1,1,0,0,3,1,2,1,3,0,0,175,4,0,10,27,0,5,1,0,4,2,0,0,2,0,49,3,0,0,0,1,3,0,4,0,1,2,59,0,0,1,10,4,1,0,0,0,6,515,0,1,7,0,1,44,0,3,1,0,2,0,0,0,1,31,0,5,0,0,7,1,0,0,20,2,0,40,3,1,2,1,1,3,2,1,5,0,0,0,0,0,1,118,0,0,0,0,0,0,2,0,4,1,2,3
"JUAN MANUEL MURILLO MARTINEZ",0,0,0,0,2,0,0,0,6,0,0,213,25,0,0,3,14,0,0,0,0,0,0,8,0,4,0,0,1,0,95,2,0,23,34,1,0,0,0,3,40,1,1,2,0,15,6,0,0,2,0,0,1,2,0,0,0,15,1,2,5,1,7,6,5,0,0,1,231,0,1,30,0,3,110,0,0,0,0,31,2,2,3,0,4,0,2,1,0,2,0,4,1,15,0,1,14,1,0,2,1,0,2,2,1,2,1,1,0,1,0,1,1659,3,0,0,0,0,1,2,0,0,1,0,7
"MOVIMIENTO "" MIRA """,31,5,17,88,132,68,14,26,10,47,68,1284,70,18,8,140,2563,11,28,23,71,16,7,36,12,764,14,36,19,18,1476,323,5,446,459,35,43,10,29,330,36,43,24,121,13,1466,43,32,10,192,18,21,15,106,16,16,11,2450,41,40,65,131,292,18,55,16,23,248,12723,12,10,68,32,42,401,8,34,19,16,72,43,58,32,53,693,18,330,74,19,59,18,68,12,124,35,60,53,37,63,39,48,85,45,102,146,103,89,60,43,6,18,21,751,11,64,22,18,21,27,16,19,50,70,257,74
"SOLO LISTA MOVIMIENTO "" MIRA """,15,2,4,14,19,14,2,7,4,12,16,210,9,10,1,42,568,0,11,5,14,3,3,8,6,161,3,14,4,2,231,86,2,79,96,4,11,4,15,80,5,6,8,29,4,346,11,10,3,43,8,8,3,26,2,3,2,569,13,9,16,33,75,7,18,2,6,61,2818,3,3,13,5,7,80,4,8,6,9,15,13,12,6,11,134,4,53,30,3,19,3,11,0,15,9,9,14,9,16,10,19,20,10,22,33,43,13,11,11,1,5,10,143,3,17,8,2,9,6,1,3,18,12,29,24
"HAROLD ENRIQUE TRIANA GUTIERREZ",5,0,0,1,0,15,1,0,0,0,1,36,2,0,0,4,51,1,0,0,0,0,0,0,0,5,0,0,5,8,9,9,0,1,3,0,1,0,2,6,0,0,2,2,0,7,0,2,0,5,2,0,0,5,0,4,1,91,0,5,19,4,11,0,6,3,2,8,425,0,0,0,0,2,3,2,0,0,0,0,2,3,1,5,61,2,2,0,0,1,0,0,0,0,1,3,2,0,2,0,1,7,3,1,1,1,2,1,0,0,0,0,147,2,18,0,0,0,0,0,0,1,4,1,1
"JUAN CARLOS FERNANDEZ MURILLO",3,0,0,7,2,1,0,1,0,2,1,17,4,3,0,6,117,0,0,1,2,0,0,2,0,11,1,0,1,0,28,101,0,4,11,1,1,0,2,13,0,0,2,3,1,35,2,0,0,6,0,1,1,20,5,0,1,53,0,1,1,39,2,0,4,0,3,68,311,1,0,5,4,7,6,0,9,0,1,0,0,0,2,11,169,1,23,1,0,1,0,2,0,2,4,1,2,1,3,6,2,0,0,13,2,12,2,1,1,0,0,0,9,0,3,0,1,0,0,1,0,4,4,1,1
"HERNAN DARIO MARCIGLIA PEREZ",3,1,2,5,3,13,3,1,0,1,1,776,11,3,0,6,48,3,1,2,4,0,0,0,0,14,4,1,1,2,1045,11,1,18,265,0,4,1,1,11,15,0,4,0,0,40,1,1,0,9,2,1,1,15,0,1,1,92,2,1,10,4,10,1,8,1,2,15,385,1,0,36,5,6,254,0,3,2,1,2,2,3,0,4,25,0,13,1,2,0,0,0,1,84,0,1,8,1,5,3,0,1,1,8,5,3,2,1,0,2,2,1,289,4,8,4,1,2,7,1,0,5,2,3,3
"ROSANNY REYES RODRIGUEZ",2,0,0,3,0,0,0,0,1,0,0,16,21,0,0,3,23,0,1,0,0,0,0,2,0,9,0,0,1,1,7,1,0,10,2,0,0,0,1,6,2,0,0,0,1,61,2,2,2,3,1,0,1,3,0,2,0,819,0,1,1,2,20,2,0,0,0,7,386,0,0,3,0,0,4,0,0,0,0,8,0,0,0,0,4,0,41,0,0,0,0,0,0,1,0,1,1,1,0,1,2,2,1,2,0,5,0,4,1,0,0,0,6,0,0,0,2,0,0,0,0,0,0,1,1
"HUNGRIA DEL CARMEN ECHEVERRI CUELLAR",2,0,0,1,6,3,1,0,0,1,1,26,3,0,0,5,54,2,1,0,0,0,2,1,0,5,2,0,1,0,49,16,0,12,19,2,0,0,0,7,0,1,1,14,0,19,1,0,1,4,0,0,0,2,0,1,1,70,0,0,1,2,7,0,4,3,0,4,229,1,1,2,0,4,7,0,2,2,0,7,1,1,1,1,9,1,4,0,2,0,0,1,1,1,2,2,8,0,0,2,2,1,0,0,5,0,0,0,1,0,1,0,13,0,5,1,0,3,1,1,1,0,3,9,3
"JUAN FELIPE BETANCUR CORRALES",1,0,2,7,3,2,1,0,0,3,0,20,2,0,1,7,50,0,0,6,0,0,1,1,2,9,0,2,0,0,14,4,1,10,3,0,6,0,1,19,3,17,0,1,0,360,2,0,0,24,1,2,0,7,0,0,0,143,0,2,0,5,26,2,0,0,1,14,490,3,0,0,0,1,5,0,0,2,0,1,0,6,5,5,27,1,45,3,1,2,9,0,0,6,1,2,3,0,1,4,1,6,6,2,4,1,1,0,1,0,1,1,11,0,1,0,0,0,4,2,2,1,0,1,3
"OFELIA DE JESUS CORREA CORREA",0,1,2,4,92,8,0,1,1,8,1,40,8,1,6,30,301,0,1,2,9,3,0,5,0,42,4,15,3,1,41,15,1,59,26,3,5,5,2,50,3,8,4,2,0,135,12,8,4,26,0,0,0,6,7,2,5,103,14,17,6,16,13,2,1,1,1,18,1010,1,5,4,0,3,10,1,6,1,3,9,9,7,13,8,40,3,59,0,3,15,1,10,0,4,5,3,12,5,11,3,4,15,8,4,87,3,10,33,2,1,4,1,32,1,4,2,5,5,1,1,5,9,34,14,1
"BELMER DE JESUS VARELA GONZALEZ",0,0,0,35,4,10,2,5,1,1,0,15,1,0,0,5,116,0,6,1,18,5,0,1,0,422,0,1,0,2,9,5,0,9,6,6,1,0,0,10,3,0,0,13,1,79,4,1,0,11,1,0,0,2,1,0,0,90,5,1,1,2,86,0,3,2,3,4,773,1,0,1,10,2,4,0,2,0,0,9,0,1,0,2,9,0,25,38,2,7,2,3,2,2,0,0,0,6,10,2,12,9,3,2,1,2,2,5,1,0,1,1,7,0,1,2,0,0,0,2,2,0,2,188,5
"ALEXANDER DAVILA MEJIA",0,0,1,0,1,1,0,3,3,3,1,40,2,0,0,9,857,0,1,1,3,2,0,4,2,16,0,0,2,1,10,5,0,22,7,16,1,0,0,85,1,0,1,4,1,27,2,2,0,29,1,0,0,4,0,2,0,53,2,1,3,1,6,1,2,1,0,12,1232,0,0,2,0,1,5,0,1,0,0,5,9,19,1,0,16,1,8,0,6,3,0,3,4,0,1,25,2,3,4,1,4,4,8,5,2,4,1,1,2,0,1,2,45,0,4,1,2,0,1,1,0,1,4,1,0
"JESUS LEONARDO SOLARTE LOPEZ",0,1,1,2,1,0,1,6,0,8,4,11,0,0,0,7,117,4,6,2,8,3,1,3,0,23,0,2,0,1,4,45,0,8,0,2,0,0,4,21,1,3,1,2,3,78,3,3,0,6,0,0,0,9,0,1,0,116,1,1,2,6,8,0,6,3,2,12,1932,0,0,0,7,2,4,0,1,1,2,3,5,0,0,2,154,4,20,1,0,0,0,1,3,0,11,7,1,1,2,0,1,10,0,29,1,3,3,2,18,1,1,3,10,1,0,2,1,2,7,6,0,7,3,4,2
"OLGA MARINA MORENO GOEZ",0,0,1,1,0,0,0,0,0,1,1,4,2,0,0,1,25,0,0,0,0,0,0,0,0,3,0,0,0,0,4,2,0,4,1,0,0,0,0,2,0,0,0,3,0,18,0,1,0,3,0,0,0,0,0,0,0,24,0,0,1,0,1,0,0,0,0,1,197,0,0,0,0,2,2,0,0,4,0,1,0,0,1,0,3,0,2,0,0,1,0,1,1,3,0,0,0,0,1,1,0,3,0,1,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1
