"dane","municipio","departamento","potencial","total","senado.nal","senado.ind","blancos","sin.marcar","nulos","abstencion","CAMBIO RADICAL","CDMFCG","CONSERVADORES","LA U","LIBERALES","MIRA","PDA","POC","VERDES","validos"
47707,"SANTA ANA","Magdalena",14371,8087,6803,39,58,646,599,43.7269501078561,"1388"," 286","3127"," 943"," 465","   5","  52"," 339"," 140",6900
47720,"SANTA BARBARA DE PINTO","Magdalena",7600,4431,3759,17,16,224,431,41.6973684210526," 218","  87","1199","1341"," 754","   1","  19","  99","  25",3792
47001,"SANTA MARTA","Magdalena",295397,130933,106156,1840,5141,6941,15996,55.6755823518858,"12747","14508","19867","17020","19493"," 2233"," 5015"," 5368"," 4764",113137
47745,"SITIONUEVO","Magdalena",17493,9792,8410,33,580,558,791,44.0233236151604,"2931"," 110","1341","1631"," 716","   6","  59"," 728"," 308",9023
47798,"TENERIFE","Magdalena",9541,5763,4912,7,15,349,495,39.5975264647312," 488"," 110"," 568","1443","1402","   3","  82"," 770","  31",4934
47960,"ZAPAYAN","Magdalena",7462,4468,3993,5,10,188,282,40.1232913428035," 183"," 108","1127","2045"," 351","   4","  16"," 129","  20",4008
47980,"ZONA BANANERA (SEVILLA)","Magdalena",40792,19843,16500,74,210,1256,2013,51.3556579721514,"3230"," 479","3779","5283","1542","  40"," 175","1358"," 404",16784
50006,"ACACIAS","Meta",50681,30935,24504,491,1597,1559,4381,38.9613464611985," 946","7594","1375","9247","1072"," 869"," 744"," 675"," 385",26592
50110,"BARRANCA DE UPIA","Meta",3985,1988,1472,41,51,159,316,50.1129234629862,"271","350","121","488"," 95"," 15"," 36"," 20"," 25",1564
50124,"CABUYARO","Meta",4385,2179,1822,37,74,144,176,50.3078677309008," 46","430"," 59","873","186","  6"," 28","112","  8",1933
50150,"CASTILLA LA NUEVA","Meta",9192,6576,5368,70,279,239,899,28.4595300261097," 297","1196"," 497","2313"," 234"," 201"," 101"," 145"," 105",5717
50223,"CUBARRAL","Meta",4771,2587,2274,22,70,144,147,45.7765667574932,"137","945","173","718"," 57"," 49"," 36"," 80","  9",2366
50226,"CUMARAL","Meta",14359,7286,6139,105,360,249,793,49.2583048958841," 430","1743"," 284","2233"," 499"," 145"," 221"," 130","  94",6604
50245,"EL CALVARIO","Meta",1647,883,769,6,17,63,45,46.3873709775349," 13","214","222","221"," 32","  1"," 14"," 10"," 25",792
50251,"EL CASTILLO","Meta",5156,2082,1628,40,40,212,202,59.6198603568658," 76","225"," 57","860","200","  9"," 50"," 43"," 68",1708
50270,"EL DORADO","Meta",2713,1688,1399,9,23,99,181,37.7810541835606," 18","411","173","618"," 90","  8"," 26"," 28","  4",1431
50287,"FUENTE DE ORO","Meta",9055,4364,3536,76,114,261,491,51.8056322473771," 251"," 759","  66","1932"," 175","  70","  74","  55","  40",3726
50313,"GRANADA","Meta",43879,23530,18659,327,934,1707,2837,46.3752592356252," 550","4863"," 381","8639","1470"," 547"," 600"," 389"," 286",19920
50318,"GUAMAL","Meta",9384,5889,5147,47,203,212,483,37.2442455242967," 117","1486"," 208","2498"," 199","  53"," 119"," 175","  89",5397
50350,"LA MACARENA","Meta",7298,2000,1533,45,89,224,198,72.5952315702932," 30","151"," 60","715","321"," 10"," 39"," 10","108",1667
50400,"LEJANIAS","Meta",7482,3214,2508,49,89,250,407,57.043571237637,"216","714","125","967","153"," 79"," 62"," 60"," 43",2646
50325,"MAPIRIPAN","Meta",5698,1862,1348,67,35,183,264,67.3218673218673," 11","122"," 69","801","237","  6","  7"," 31"," 29",1450
50330,"MESETAS","Meta",7267,2680,1792,349,99,296,243,63.1209577542315," 56","367","189","668","232"," 12"," 48"," 43"," 78",2240
50450,"PUERTO CONCORDIA","Meta",5615,2227,1642,36,47,215,334,60.3383793410508,"224","114","300","746"," 98"," 11"," 22"," 45"," 35",1725
50568,"PUERTO GAITAN","Meta",18054,8051,5823,317,406,849,1062,55.4060042095934,"  65","1102"," 138","3132"," 482"," 114"," 170"," 134","  80",6546
50577,"PUERTO LLERAS","Meta",6088,2554,2147,47,93,137,223,58.0486202365309,"138","482"," 36","877","313"," 12"," 50"," 50"," 96",2287
50573,"PUERTO LOPEZ","Meta",21276,11383,9318,176,342,713,1176,46.4984019552547," 197","1987"," 300","4803"," 720"," 178"," 255"," 354"," 182",9836
50590,"PUERTO RICO","Meta",7890,3303,2439,71,121,359,434,58.1368821292776,"  66"," 495","  69","1202"," 214","   6","  82","  36"," 148",2631
50606,"RESTREPO","Meta",14426,6899,5957,72,323,200,670,52.1766255372245,"1025","1307"," 594","2132"," 227"," 103"," 136","  65","  45",6352
50680,"SAN CARLOS DE GUAROA","Meta",6940,3490,2794,44,102,231,421,49.7118155619597," 102"," 654","  43","1450"," 227","  30","  62","  78","  46",2940
50683,"SAN JUAN DE ARAMA","Meta",5644,2695,2194,48,59,194,259,52.2501771793055,"139","583","156","679","378"," 73"," 45"," 71"," 11",2301
50686,"SAN JUANITO","Meta",1219,678,571,9,37,42,56,44.3806398687449," 45","299"," 22","137"," 12","  3","  4","  1"," 11",617
50689,"SAN MARTIN DE LOS LLANOS","Meta",16491,9016,7693,137,366,368,818,45.3277545327755," 701","1503"," 161","3954"," 401"," 127"," 204"," 204","  72",8196
50370,"URIBE","Meta",4258,1231,661,139,43,268,163,71.0897134805073," 21"," 48"," 18","106","205","  5"," 90"," 17","108",843
50001,"VILLAVICENCIO","Meta",306291,155020,128293,2369,9066,5965,18393,49.3880003003679," 3361","35023"," 4429","52549"," 8630"," 4402"," 5735"," 2212"," 2886",139728
50711,"VISTA HERMOSA","Meta",10659,4894,3667,86,215,574,567,54.0857491321888," 105","1031"," 127","1625"," 267","  72","  99","  36","  90",3968
52019,"ALBAN (SAN JOSE)","Nariño",6137,4292,3700,34,63,342,216,30.0635489652925,"210","972","836","520","708","  5"," 44","282"," 60",3797
52022,"ALDANA","Nariño",5387,2977,1575,1070,83,177,155,44.7373306107295,"  6","118","690"," 94","348"," 22"," 60"," 13","141",2728
52036,"ANCUYA","Nariño",7252,4213,3514,111,103,341,247,41.9056811913955,"  75","  87","1676"," 150","1092","  24","  66"," 103"," 138",3728
52051,"ARBOLEDA (BERRUECOS)","Nariño",5381,3507,3018,32,77,161,296,34.826240475748,"  70"," 346","1506"," 359"," 508","   4","  35","  65","  48",3127
52079,"BARBACOAS","Nariño",20306,5369,4172,150,89,416,631,73.5595390524968," 384"," 137","1129"," 137","2031","  14"," 140","  75","  36",4411
52083,"BELEN","Nariño",5040,2901,2584,20,85,139,158,42.4404761904762,"146"," 86","829","390","958","  3"," 22"," 37"," 28",2689
52110,"BUESACO","Nariño",16072,9961,8287,196,184,698,780,38.0226480836237," 279","1072","3109","1583","1544","  34"," 112"," 171"," 199",8667
52240,"CHACHAGUI","Nariño",8982,6176,5166,108,168,324,578,31.2402582943665,"  64"," 157","2793"," 375","1143","  26","  81","  61"," 298",5442
52203,"COLON (GENOVA)","Nariño",6420,4117,3466,24,38,217,410,35.8722741433022," 475","  39"," 361"," 463","1913","   4","  61","  58","  54",3528
52207,"CONSACA","Nariño",8362,5580,5022,24,73,158,376,33.2695527385793,"  92"," 116","2343"," 498","1722","  11","  68","  51","  48",5119
52210,"CONTADERO","Nariño",5356,3271,2724,200,76,110,237,38.9283047050037," 34"," 49","933","270","823","  8","384"," 32","115",3000
52215,"CORDOBA","Nariño",9554,4650,2896,1118,148,236,400,51.3292861628637,"  60"," 120","1179"," 316"," 677","  43"," 193","  28"," 132",4162
52224,"CUASPUD (CARLOSAMA)","Nariño",6784,3964,1949,1467,63,298,250,41.5683962264151,"  41","  66","1076"," 214"," 218","   4","  49","  48"," 170",3479
52227,"CUMBAL","Nariño",22105,11723,6645,3468,225,578,1032,46.966749604162,"  44"," 327","1302","1889","2331","  29"," 199","  82"," 217",10338
52233,"CUMBITARA","Nariño",5858,2504,2076,18,39,178,232,57.2550358484124," 64","  3","738"," 40","588","  6"," 87"," 21","490",2133
52250,"EL CHARCO","Nariño",14348,5364,4195,75,70,584,510,62.6149986060775," 348","  25"," 837"," 246","1509","   3","  50"," 147"," 960",4340
52254,"EL PEÃOL","Nariño",5120,3421,2896,11,36,147,367,33.18359375,"  26","  32","2089","  41"," 530","   6","  56","  19","  61",2943
52256,"EL ROSARIO","Nariño",6521,3268,2876,15,32,156,221,49.8849869651894,"  26","  12","1835"," 173"," 600","   6","  57","  30"," 105",2923
52258,"EL TABLON","Nariño",10300,7273,4967,1609,43,185,512,29.3883495145631,"  66"," 105","2131"," 204","2163","  12","  31","  69"," 143",6619
52260,"EL TAMBO","Nariño",10860,6380,5156,99,137,476,649,41.2523020257827," 134"," 240","2261"," 388","1254","  26"," 102","  60"," 554",5392
52520,"FRANCISCO PIZARRO (SALAHONDA)","Nariño",5935,2788,2228,41,14,308,211,53.0244313395114,"  92","  22","1157"," 144"," 656","  20","  13","  50","  60",2283
52287,"FUNES","Nariño",5303,3237,2596,169,44,183,289,38.9590797661701,"  22","  54"," 295","1608"," 444","   5","  20","  23","  81",2809
52317,"GUACHUCAL","Nariño",13473,7401,4646,1627,260,535,593,45.0679136049878," 109"," 200","1704"," 560","1279","  22"," 124"," 164"," 224",6533
52320,"GUAITARILLA","Nariño",10441,6329,5462,81,138,417,369,39.3832008428311," 102"," 179","2418"," 585","1579","  68"," 116","  61"," 216",5681
52323,"GUALMATAN","Nariño",4818,2840,2360,136,222,102,242,41.0543794105438," 47","126","840","219","697"," 19"," 69"," 13","108",2718
52352,"ILES","Nariño",6636,3725,2916,123,146,218,468,43.8667872212176,"  20","  35","1864"," 234"," 179","   6","  98","  26"," 308",3185
52354,"IMUES","Nariño",6157,3924,3329,230,105,168,197,36.2676628228033,"  64","  56","1053"," 151","1643","  11","  41","  48"," 157",3664
52356,"IPIALES","Nariño",86302,40611,30875,3315,1715,2656,3765,52.9431531134852," 583","2468","5167","2449","7366"," 891"," 629"," 204","9403",35905
52378,"LA CRUZ","Nariño",12777,8810,7754,45,140,377,634,31.0479768333725,"  59"," 444","1869","2908","1861","  49","  66"," 222"," 136",7939
52381,"LA FLORIDA","Nariño",8850,6091,5311,43,96,301,436,31.1751412429379,"  76"," 124","2741"," 343","1569","  10"," 146","  29"," 177",5450
52385,"LA LLANADA","Nariño",3066,1838,1598,9,31,90,141,40.0521852576647," 16"," 10","937"," 51","481","  7"," 20"," 12"," 33",1638
52390,"LA TOLA","Nariño",4719,2371,2015,11,5,166,179,49.7563043017588,"142"," 33","796","519","404","  5","  7"," 33"," 71",2031
52399,"LA UNION","Nariño",20359,11787,10301,81,236,523,882,42.1042290878727," 427","1592","4111"," 757","2430"," 125"," 161"," 215"," 247",10618
52405,"LEIVA","Nariño",7031,2891,2384,35,27,278,194,58.8820935855497,"  74","  30","1198","  94"," 447","   3"," 109","  26"," 376",2446
52411,"LINARES","Nariño",8349,4979,4573,22,59,146,238,40.3641154629297," 410","  17","1656"," 238","1873","  11"," 114","  68"," 127",4654
52418,"LOS ANDES (SOTOMAYOR)","Nariño",6743,3777,3093,29,117,191,464,43.9863562212665,"  84","  32","1248"," 688"," 675","  13","  80","  55"," 101",3239
52427,"MAGUI (PAYAN)","Nariño",5981,1378,977,12,13,195,194,76.9603745193111," 54"," 23","343","124","296","  3"," 17","  9"," 95",1002
52435,"MALLAMA (PIEDRANCHA)","Nariño",5708,2800,2110,371,52,152,167,50.9460406447092," 47"," 54","598","211","894"," 20","169"," 21"," 44",2533
52473,"MOSQUERA","Nariño",5576,2356,2024,22,6,137,173,57.7474892395983," 32","  5","969"," 24","589","  1"," 24","336"," 38",2052
52480,"NARIÃO","Nariño",3934,2920,2616,30,74,91,183,25.775292323335,"  47","  86"," 512","1493"," 280","  13","  24","  13","  74",2720
52490,"OLAYA HERRERA","Nariño",12324,4867,3549,137,66,529,652,60.5079519636482,"  76","  32","1313"," 235","1600","   7","  70"," 103","  47",3752
52506,"OSPINA","Nariño",5451,2983,2509,108,118,171,195,45.2760961291506,"  59","  50"," 770","  97","1336","  10","  31","   4","  34",2735
52001,"PASTO","Nariño",266028,135444,111907,4493,9425,4932,14112,49.0865623167486," 7969","12113","17015","19678","20672"," 3297"," 5062"," 1390","15286",125825
52540,"POLICARPA","Nariño",9179,4279,3665,61,61,196,357,53.3827214293496," 128","  22","1185"," 164","1892","   5","  62","  75","  71",3787
52560,"POTOSI","Nariño",9180,5851,4809,183,96,256,603,36.2636165577342,"  46"," 110"," 982","1301"," 860","  23","1189","  14"," 188",5088
52565,"PROVIDENCIA","Nariño",4034,2548,2073,90,33,132,253,36.8368864650471,"  19","  39"," 477"," 221","1098","  25"," 127","   9","  25",2196
52573,"PUERRES","Nariño",7192,4448,3818,101,144,183,346,38.1535038932147,"  35","  83","2653"," 218"," 369","  17"," 131","  27"," 141",4063
52585,"PUPIALES","Nariño",13752,8082,6592,267,342,494,729,41.2303664921466,"  38"," 372","2135","1139","1118","  88"," 789","  50"," 521",7201
52612,"RICAURTE","Nariño",11990,3913,2384,551,83,560,418,67.3644703919933," 62","183","696","181","919"," 32","137"," 38"," 53",3018
52621,"ROBERTO PAYAN (SAN JOSE)","Nariño",8085,1981,1589,9,7,124,259,75.4978354978355,"160"," 57","389"," 73","811"," 12"," 18"," 48"," 14",1605
52678,"SAMANIEGO","Nariño",21494,11947,10738,223,346,397,589,44.4170466176607," 109","  96","6569","1134","1496"," 128"," 452"," 186"," 222",11307
52685,"SAN BERNARDO","Nariño",5758,4154,3812,26,52,142,174,27.8568947551233,"  45"," 186","2127"," 165"," 703","  10","  51"," 375","  98",3890
52687,"SAN LORENZO","Nariño",12268,7697,6400,87,152,577,633,37.2595370068471," 167"," 150","3074"," 187","2229","   7"," 193"," 192","  49",6639
52693,"SAN PABLO","Nariño",10972,7001,5979,39,115,341,642,36.1921254101349,"  69"," 170","1903"," 301","2990","  46"," 174"," 109"," 102",6133
52694,"SAN PEDRO DE CARTAGO","Nariño",4944,3636,3242,24,36,123,247,26.4563106796117,"  68"," 277"," 983"," 192","1497","   6","  35","  68","  80",3302
52683,"SANDONA","Nariño",15395,9607,8583,127,231,303,594,37.596622279961," 136"," 176","3321"," 550","3694","  44"," 193"," 104"," 134",8941
52696,"SANTA BARBARA (ISCUANDE)","Nariño",6996,1560,1312,4,19,81,163,77.7015437392796,"168"," 12","250"," 41","608","  7","  9"," 91","107",1335
52699,"SANTACRUZ (GUACHAVES)","Nariño",6347,3014,1368,1305,33,146,195,52.5129982668977," 71"," 10","243","298","617","  9"," 38"," 20"," 29",2706
52720,"SAPUYES","Nariño",5334,3187,2421,414,79,187,165,40.2512185976753," 44"," 41","753","306","605"," 87","418"," 24"," 64",2914
52786,"TAMINANGO","Nariño",13277,6860,5530,47,154,652,631,48.331701438578," 129","  79","1835"," 380","2405","  18"," 189","  76"," 265",5731
52788,"TANGUA","Nariño",8803,5114,4255,70,101,244,545,41.9061683516983," 142"," 140"," 725"," 315","2499","   9","  68","  77"," 179",4426
52835,"TUMACO","Nariño",115217,48067,40165,764,814,3555,3583,58.2813300120642," 1722"," 2137","16929"," 5053"," 9782","  702","  723"," 1430","  873",41743
52838,"TUQUERRES","Nariño",32561,18222,12980,2105,723,1282,1855,44.0373452903781," 181"," 403","4828"," 866","4265"," 169"," 538"," 180"," 827",15808
52885,"YACUANQUER","Nariño",7704,4708,3959,75,149,245,429,38.8888888888889," 142"," 122","1918"," 284"," 905","  40"," 186","  52"," 161",4183
54003,"ABREGO","NortedeSantander",19856,10217,8375,41,105,1074,727,48.5445205479452," 240","1372","3593","1776"," 775","  32"," 141"," 281","  60",8521
54051,"ARBOLEDAS","NortedeSantander",6507,3646,3098,14,46,321,213,43.968034424466," 100"," 301","1075","1145"," 228","   8","  57","  13"," 125",3158
54099,"BOCHALEMA","NortedeSantander",5686,3418,2892,15,81,218,293,39.8874428420682," 41","442","289","994","922","  7"," 51"," 28"," 37",2988
54109,"BUCARASICA","NortedeSantander",4168,2108,1758,18,40,200,132,49.4241842610365,"119","225","742","406","149","  5"," 24"," 14"," 34",1816
54128,"CACHIRA","NortedeSantander",6854,3356,2898,15,39,219,224,51.035891450248," 186"," 503"," 489","1157"," 334","   4","  67","  98","  21",2952
54125,"CACOTA","NortedeSantander",2080,1036,875,4,20,89,68,50.1923076923077," 11"," 96","345","120","222","  0","  9","  9"," 43",899
54172,"CHINACOTA","NortedeSantander",10795,5688,4737,67,290,351,533,47.308939323761," 146"," 709","1407","1020"," 600","   9"," 132","  80"," 344",5094
54174,"CHITAGA","NortedeSantander",7241,3586,2724,40,96,410,412,50.4764535285182,"133","664","219","950","526"," 10"," 48"," 62"," 16",2860
54206,"CONVENCION","NortedeSantander",14999,5017,4042,51,85,606,318,66.5511034068938," 172"," 178","1429"," 446"," 274","   3","1212"," 103"," 140",4178
54001,"CUCUTA","NortedeSantander",507243,243541,202645,2430,12025,11675,26791,51.9873118012471," 8040","28434","41531","33074","49270"," 2561"," 4254"," 6295","17161",217100
54223,"CUCUTILLA","NortedeSantander",5878,3449,2682,13,35,451,303,41.3235794487921,"  62"," 158","1238"," 939","  77","   7","  44","  84","  38",2730
54239,"DURANIA","NortedeSantander",4162,2140,1836,15,27,153,136,48.582412301778,"152","141","548","486","300","  3"," 49","100"," 30",1878
54245,"EL CARMEN","NortedeSantander",9717,4278,3672,27,33,335,244,55.9740660697746,"  44"," 351"," 152"," 657","2239","   3"," 102","  57","  34",3732
54250,"EL TARRA","NortedeSantander",8982,2826,2207,46,44,311,262,68.5370741482966,"  10","  22"," 352","  30"," 476","  93","1038","  12"," 130",2297
54261,"EL ZULIA","NortedeSantander",18811,8761,7132,80,237,714,835,53.4261868055925," 335"," 420","2245","1719","1495","  17","  99"," 227"," 338",7449
54313,"GRAMALOTE","NortedeSantander",4745,2265,1851,14,79,246,154,52.2655426765016," 75","294","754","207","198"," 68"," 24"," 92"," 60",1944
54344,"HACARI","NortedeSantander",6396,1825,1461,16,34,200,148,71.4665415884928," 27"," 23","270"," 67"," 77","  2","825"," 57"," 79",1511
54347,"HERRAN","NortedeSantander",3257,1314,1148,10,16,86,70,59.6561252686521," 38","123","718"," 25","115","  3"," 15"," 87","  8",1174
54385,"LA ESPERANZA","NortedeSantander",7893,3613,2878,21,31,376,338,54.2252628911694,"111","462","429","777","726","  4"," 74","238"," 26",2930
54398,"LA PLAYA","NortedeSantander",6538,3276,3017,16,16,100,143,49.8929336188437," 113"," 140","2101","  63"," 144","   1"," 165"," 239","  35",3049
54377,"LABATECA","NortedeSantander",4670,2426,2073,4,35,168,181,48.051391862955,"195","182","597","636","377","  1"," 36","  6","  8",2112
54405,"LOS PATIOS","NortedeSantander",72855,32415,27670,313,1574,1100,3332,55.5075149269096," 734","4146","4759","5788","7586"," 310"," 516"," 482","1775",29557
54418,"LOURDES","NortedeSantander",3084,1710,1335,12,33,212,151,44.5525291828794," 33","305","546","208","108","  1"," 28"," 55"," 18",1380
54480,"MUTISCUA","NortedeSantander",2624,1659,1381,8,35,151,119,36.7759146341463," 31","172","283","749"," 66","  1"," 13"," 29","  2",1424
54498,"OCAÃA","NortedeSantander",71808,35659,30701,258,1043,1844,2856,50.3411876114082," 1571"," 5018","10294"," 6277"," 3279","  255","  988"," 1398","  578",32002
54518,"PAMPLONA","NortedeSantander",41287,20082,16864,324,1157,942,1952,51.3599922493763," 615","3921","4154","2806","2364"," 195"," 831"," 339"," 482",18345
54520,"PAMPLONITA","NortedeSantander",3606,2322,1882,53,64,227,160,35.6073211314476,"  26"," 229","1037"," 389","  79","   5","  23","   6","  24",1999
54553,"PUERTO SANTANDER","NortedeSantander",10408,3660,2846,13,39,512,289,64.8347425057648,"  16"," 228"," 576"," 754","1117","   7","  34","  51","  24",2898
54599,"RAGONVALIA","NortedeSantander",5734,2104,1759,32,41,168,145,63.3065922567143," 52","305","879","301","120","  3"," 33"," 13"," 12",1832
54660,"SALAZAR","NortedeSantander",7438,3748,3303,24,105,165,256,49.6101102446894,"  81"," 228","1091"," 221","1423","   2","  31","  66","  55",3432
54670,"SAN CALIXTO","NortedeSantander",6674,2426,1960,30,89,258,178,63.6499850164819," 48"," 19","316","249","118","  2","915","  6","198",2079
54673,"SAN CAYETANO","NortedeSantander",6170,3326,2845,23,39,180,278,46.0940032414911,"  39"," 202"," 611","1215"," 588","   9","  26","  28","  88",2907
54680,"SANTIAGO","NortedeSantander",3090,1796,1573,6,39,85,132,41.8770226537217," 79"," 81","701","407","155"," 10"," 44"," 22"," 35",1618
54720,"SARDINATA","NortedeSantander",16699,6355,5265,27,108,599,464,61.9438289717947,"  97","1358","1469","1474"," 542","   9","  90","  31","  87",5400
54743,"SILOS","NortedeSantander",3870,1831,1379,15,35,192,245,52.687338501292," 12","214","122","468","100","  5"," 13","406","  4",1429
54800,"TEORAMA","NortedeSantander",8302,3102,2621,75,25,192,214,62.6355095157793,"  17","  30"," 900","  67"," 150","   1","1317","  11"," 103",2721
54810,"TIBU","NortedeSantander",28033,8930,6739,168,273,1059,964,68.1446866193415,"1026"," 446","2748"," 692"," 594","  93"," 469"," 145"," 253",7180
54820,"TOLEDO","NortedeSantander",11864,5961,4875,60,152,560,466,49.7555630478759," 333","1093","1483"," 525","1105","  56","  77","  21","  30",5087
54871,"VILLA CARO","NortedeSantander",3579,1849,1465,6,13,273,105,48.3375244481699," 50","127","653","341","148","  1"," 52"," 56"," 24",1484
54874,"VILLA DEL ROSARIO","NortedeSantander",74337,30513,25776,228,1061,1491,3018,58.9531458089511," 872","4841","3597","6529","6347"," 299"," 390"," 365","1475",27065
86219,"COLON","Putumayo",3961,2622,2291,92,49,138,101,33.8045947992931,"  22"," 202"," 589"," 101","1220","  23","  32","   4","  49",2432
86001,"MOCOA","Putumayo",32186,17714,15003,329,748,1482,900,44.9636487914," 222","1492","2277","1204","5456","2611"," 371"," 244"," 378",16080
86320,"ORITO","Putumayo",23917,9173,6444,491,365,1342,896,61.6465275745286," 184"," 278","1101"," 234","2965"," 268"," 367"," 167"," 515",7300
86568,"PUERTO ASIS","Putumayo",37622,12710,9737,502,657,1299,1172,66.216575408006," 253","1419","2053"," 739","3285"," 451"," 236"," 225"," 419",10896
86569,"PUERTO CAICEDO","Putumayo",8151,3933,3126,82,124,455,270,51.7482517482517,"  34","  60"," 748"," 157","1807","  87","  45","  11","  53",3332
86571,"PUERTO GUZMAN","Putumayo",10332,3776,2814,103,265,603,256,63.4533488192025,"  40"," 157"," 449"," 344","1187"," 180","  38","  26"," 128",3182
86573,"PUERTO LEGUIZAMO","Putumayo",13300,3829,2672,254,123,530,373,71.2105263157895," 21","647","343","372","633","406"," 41","  6"," 80",3049
86755,"SAN FRANCISCO","Putumayo",4482,2957,2580,54,67,225,98,34.024988844266,"  64"," 298","1155"," 168"," 706","  26","  13","  15","  68",2701
86757,"SAN MIGUEL (LA DORADA)","Putumayo",10860,4245,3053,80,114,754,358,60.9116022099448,"  26","  43"," 771"," 272","1160"," 176","  78","  85"," 328",3247
86760,"SANTIAGO","Putumayo",5631,2875,2115,215,60,463,82,48.9433493162849," 31","210","701","158","834"," 25"," 57"," 15"," 24",2390
86749,"SIBUNDOY","Putumayo",9814,6023,5018,287,259,383,335,38.6284899123701,"  70"," 773","1775"," 309","1154"," 187"," 216","  20"," 255",5564
86865,"VALLE DEL GUAMUEZ (LA HORMIGA)","Putumayo",21420,7916,6245,184,283,818,669,63.0438842203548," 226"," 210"," 997"," 494","2489"," 260"," 334","  59"," 893",6712
86885,"VILLAGARZON","Putumayo",14018,6710,5305,186,245,723,496,52.1329718932801," 283"," 358","1153"," 204","1536","1309","  66","  52","  99",5736
63001,"ARMENIA","Quindío",235586,117143,95945,2918,8104,5829,12451,50.2759077364529,"16298","18524"," 5486","12714","18464"," 6178"," 2913"," 4123"," 3141",106967
63111,"BUENAVISTA","Quindío",2723,1458,1199,13,42,131,115,46.4561145795079,"477","162","231","107"," 92"," 19"," 32"," 15"," 22",1254
63130,"CALARCA","Quindío",55605,28744,23747,413,1414,1602,2982,48.3068069418218,"3728","6193","1292","2777","3968","2546"," 622"," 645"," 562",25574
63190,"CIRCASIA","Quindío",20880,12372,10218,168,625,1007,979,40.7471264367816,"1115","2155","1539"," 580","2425"," 820"," 205"," 544"," 210",11011
63212,"CORDOBA","Quindío",4752,2626,2076,65,66,259,226,44.7390572390572,"810","303","148","223","351"," 44"," 39"," 65"," 27",2207
63272,"FILANDIA","Quindío",9837,5265,4204,62,213,490,509,46.4775846294602,"823","993","342","273","984","209","123","172"," 72",4479
63302,"GENOVA","Quindío",7084,3802,2983,39,89,451,329,46.3297571993224,"670","965","234","201","454","133"," 99"," 81"," 57",3111
63401,"LA TEBAIDA","Quindío",25857,13907,11069,199,463,1029,1610,46.2157249487566,"3332","2101"," 313","1438","1149","1120"," 346"," 451"," 356",11731
63470,"MONTENEGRO","Quindío",31676,16780,13636,251,571,1409,1484,47.026139664099,"3250","3176"," 492"," 851","2941","1281"," 231"," 636"," 207",14458
63548,"PIJAO","Quindío",5978,3053,2436,48,55,263,306,48.9294078287053,"457","556","529","345","241"," 78"," 49"," 38"," 88",2539
63594,"QUIMBAYA","Quindío",28512,15328,12274,275,522,1421,1358,46.2401795735129,"4052","2046"," 527","1529","1950"," 828"," 268"," 264"," 288",13071
63690,"SALENTO","Quindío",5494,3158,2581,47,142,234,296,42.5191117582818,"864","661"," 73","218","324","113"," 52"," 87"," 47",2770
66045,"APIA","Risaralda",10281,4931,4010,81,317,411,429,52.037739519502," 171"," 826","1015"," 841"," 322","  56","  88"," 319","  55",4408
66075,"BALBOA","Risaralda",5389,2433,1861,30,72,221,321,54.8524772685099,"107","342","128","396","664"," 34"," 38"," 69"," 11",1963
66088,"BELEN DE UMBRIA","Risaralda",20713,9376,7195,153,365,1081,947,54.7337420943369," 345","1824","1601","1125"," 837"," 325"," 624","  58","  91",7713
66170,"DOSQUEBRADAS","Risaralda",141152,66744,51508,1462,4999,4581,9193,52.7148038993426," 2918","10632","12420"," 6052"," 5375"," 4978"," 2151","  753"," 1230",57969
66318,"GUATICA","Risaralda",10139,4929,3658,260,115,567,444,51.3857382384851," 117"," 993","1104"," 690"," 285","  86"," 137","  65","  66",4033
66383,"LA CELIA","Risaralda",6269,2909,2346,34,101,287,242,53.5970649226352,"117","636","501","568","212"," 48"," 43","103"," 17",2481
66400,"LA VIRGINIA","Risaralda",29601,13996,11311,200,616,1010,1475,52.7178135873788,"1263","1672","2277","1609","1748","1116"," 446"," 403"," 161",12127
66440,"MARSELLA","Risaralda",15177,7304,5322,502,249,750,730,51.8745470119259," 221","1268","1643"," 735"," 613"," 275"," 113","  63"," 142",6073
66456,"MISTRATO","Risaralda",10401,4366,3032,376,96,496,462,58.0232669935583," 114"," 444","1026"," 745"," 338","  61","  99","  74","  35",3504
66001,"PEREIRA","Risaralda",377072,167111,132268,3342,14052,10319,21182,55.6819387278822," 5764","28286","17406","28198","15241"," 9372"," 7761"," 1742"," 4446",149662
66572,"PUEBLO RICO","Risaralda",8252,3763,2022,597,80,720,424,54.3989335918565,"121","503","629","377","170"," 36"," 39"," 55"," 12",2699
66594,"QUINCHIA","Risaralda",19001,10306,6538,1107,243,1319,1342,45.7607494342403," 482"," 783"," 597","1026","2114"," 107"," 945"," 179","  62",7888
66682,"SANTA ROSA DE CABAL","Risaralda",55773,27342,21974,731,1590,1593,3044,50.9762788446022," 859","5058","4463","2082","3470"," 998"," 731","1246","1477",24295
66687,"SANTUARIO","Risaralda",12279,5005,3947,98,181,560,400,59.2393517387409," 199"," 964"," 916","1024"," 236"," 130"," 146"," 115","  36",4226
88564,"PROVIDENCIA","SanAndrés",3831,1642,1382,34,57,155,71,57.13912816497,"106","833"," 18","125","205"," 16","  5","  3"," 14",1473
