"Nombre","Partido","Amazonas","Antioquia","Arauca","Atlántico","Bogotá","Bolívar","Boyacá","Caldas","Caquetá","Casanare","Cauca","Cesar","Chocó","Córdoba","Cundinamarca","Guainía","Guaviare","Huila","La Guajira","Magdalena","Meta","Nariño","Norte de Santander","Putumayo","Quindío","Risaralda","SanAndrés","Santander","Sucre","Tolima","Valle del Cauca","Vaupés","Vichada","Consulados"
"SANDRA MILENA QUINTERO FIGUEREDO","POC",1,2,0,4,26,6,1,1,0,1,3,0,0,2,6,0,1,2,1,9,1,3,9,1,1,2,0,9,62,13,13,1,0,1
"MARILYN PATRICIA GOMEZ AGUDELO","POC",1,21,1,9,73,39,11,2,3,2,6,11,1,27,19,2,0,11,2,23,10,5,6,1,1,5,1,93,36,6,28,2,3,2
"WILLIAM ALBERTO RODRIGUEZ CABAL","POC",0,637,12,328,554,1459,99,308,13,21,1473,100,1517,82,231,2,0,81,257,575,37,258,118,91,35,196,1,426,310,359,18223,1,6,15
"OCTAVIO CARDENAS PIMIENTO","POC",0,31,0,19,76,20,4,2,0,1,4,45,1,95,47,0,0,5,2,20,4,5,7,0,2,2,1,23,26,7,18,0,0,0
"CENI JAIDITH SUAZA CAMACHO","POC",0,29,0,20,54,71,2,2,0,1,42,41,0,12,8,0,0,1,4,26,3,15,4,2,3,1,3,34,7,2,27,1,0,20
"RICARDO HERRERA CORREA","POC",0,100,9,70,167,57,69,27,17,8,19,51,1,57,57,1,1,61,9,85,25,459,165,10,12,26,2,631,92,181,90,0,2,2
"BELEN MARIA GALLOR VILLA","POC",0,17,0,17,43,82,9,7,0,1,3,10,4,7,9,0,1,5,1,16,1,27,4,3,4,8,1,25,14,3,22,0,0,3
"MARIA TERESA ARANDA SERRANO","POC",0,14,0,5,90,21,2,5,0,1,0,1,0,1,8,0,0,11,1,5,3,3,2,0,0,1,0,16,3,4,9,0,0,10
"LUZ MARINA DIAZ DIAZ","POC",0,20,1,4,26,4,3,1,1,3,2,2,2,16,3,0,0,1,0,0,0,5,2,0,7,1,0,21,3,3,18,0,1,0
"WILFRIDO OROBIO HERNANDEZ","POC",0,13,1,6,44,91,2,1,0,0,25,2,3,1,18,0,0,1,7,6,1,13,3,0,0,1,0,3,16,10,21,0,0,1
"JULIO MIGUEL GUERRA SOTTO","POC",0,852,34,326,717,1433,21,1033,7,1,5,293,7,1136,295,1,4,13,81,2160,38,1460,1276,0,12,41,5,289,38887,39,150,2,7,9
"ROBERTO BRICEÑO CHIRIVI","POC",0,16,0,13,252,35,2,8,0,8,0,8,1,14,20,0,0,0,1,47,27,18,13,0,1,3,0,21,318,2,29,0,0,0
"SOLO LISTA PARTIDO CONSERVADOR COLOMBIANO","CONSERVADORES",63,23328,290,16030,7573,8100,5359,5406,1433,365,4023,3007,2504,8153,7752,76,460,5657,2990,4705,1218,8407,8037,2029,817,5077,208,4571,2809,6447,13399,51,46,447
"JOSE DARIO SALAZAR CRUZ","CONSERVADORES",144,3569,39,608,2503,2042,690,170,232,61,12702,347,319,1643,2395,160,18,417,241,697,469,1659,1580,855,139,749,11,2746,605,596,2843,3,38,48
"JORGE HERNANDO PEDRAZA GUTIERREZ","CONSERVADORES",68,675,156,8395,5349,582,26734,289,177,457,201,1249,224,428,9536,7,61,754,767,1606,213,504,1919,100,483,244,10,1677,183,371,882,3,34,47
"LUIS EMILIO SIERRA GRAJALES","CONSERVADORES",51,1043,105,1982,3564,1851,1102,24468,55,44,590,79,253,403,1371,35,283,184,72,762,321,593,632,259,260,3846,12,374,584,884,9225,14,20,92
"JUAN DE JESUS CORDOBA SUAREZ","CONSERVADORES",51,1648,93,1121,3109,208,21093,279,18,131,53,272,179,91,2257,48,29,93,56,832,432,1304,882,1547,40,50,0,1120,113,696,517,21,9,30
"CARLOS EMIRO BARRIGA PEÑARANDA","CONSERVADORES",50,2665,128,938,3293,1805,934,316,273,593,669,1020,163,540,1805,29,4,163,299,319,210,232,16272,39,87,162,6,1849,563,1061,2268,12,12,255
"MYRIAM ALICIA PAREDES AGUIRRE","CONSERVADORES",36,1460,25,283,1347,322,248,80,207,56,1532,177,74,1321,401,2,18,777,365,202,102,51717,554,4195,99,121,7,1372,266,185,2178,5,52,60
"CARLOS EDUARDO ENRIQUEZ MAYA","CONSERVADORES",31,937,54,1659,1173,728,196,157,11,33,423,1053,68,152,2379,0,109,147,398,927,920,46181,329,490,69,181,8,6852,186,224,705,1,354,14
"ROBERTO VICTOR GERLEIN ECHEVERRIA","CONSERVADORES",26,1719,66,88371,4333,6106,959,442,84,57,340,1466,169,783,1467,2,45,295,3743,6077,193,699,2445,231,137,405,26,1117,2907,656,1394,13,28,203
"NORA MARIA GARCIA BURGOS","CONSERVADORES",25,4888,9,1460,2198,1038,326,203,83,24,181,268,1477,53161,1878,13,5,198,866,861,106,295,239,422,57,112,422,2599,10524,850,1065,14,8,172
"AMPARO SANCHEZ LONDOÑO","CONSERVADORES",25,896,29,80,632,881,193,17021,59,85,69,262,1109,157,288,0,11,86,382,67,31,1140,489,172,432,2403,13,72,195,365,453,3,1,49
"JUAN DIEGO GOMEZ JIMENEZ","CONSERVADORES",15,42457,56,696,1796,299,807,143,168,34,128,370,686,224,1559,4,692,598,599,413,91,1599,202,215,181,1398,2,645,85,218,1030,47,33,144
"HERNAN FRANCISCO ANDRADE SERRANO","CONSERVADORES",14,2031,310,1022,3798,196,1434,982,1620,28,1850,140,2626,268,9105,117,43,19863,2722,2254,2803,275,367,605,77,107,0,397,87,10437,1970,10,22,39
"EFRAIN JOSE CEPEDA SARABIA","CONSERVADORES",13,765,112,39041,5854,4140,1081,300,102,35,204,5581,174,3259,1209,6,18,941,4311,12197,221,213,630,477,103,307,10,1359,6476,6319,3021,9,17,83
"JUAN MANUEL CORZO ROMAN","CONSERVADORES",12,7286,522,361,2534,523,732,664,31,14,118,867,1876,110,695,24,11,226,422,427,111,476,32720,105,724,86,61,403,79,829,2757,1,20,350
"NIDIA MARCELA OSORIO SALGADO","CONSERVADORES",7,63356,12,2896,792,420,83,119,11,5,1608,2135,586,226,211,19,0,50,213,306,43,60,7022,70,304,197,9,182,90,92,185,5,3,73
"JUAN MARIO LASERNA JARAMILLO","CONSERVADORES",7,351,88,63,2644,81,407,111,348,15,25,29,22,407,451,2,1,66,895,79,28,62,93,302,338,51,2,1649,195,15270,368,3,0,350
"OLGA LUCIA SUAREZ MIRA","CONSERVADORES",6,53122,66,1728,1101,389,122,159,20,42,216,1007,3685,1875,289,18,20,138,596,654,103,314,180,32,118,493,31,325,454,204,2885,2,3,38
"ANGELA MERCEDES OSPINA DE NICHOLLS","CONSERVADORES",6,1783,32,753,2024,451,862,652,129,61,264,336,167,438,1271,4,27,316,147,434,143,612,681,223,563,587,13,402,303,555,960,7,5,33
"JAVIER MAURICIO DELGADO MARTINEZ","CONSERVADORES",5,2324,44,321,707,77,90,132,210,70,1050,503,1038,89,207,3,27,3991,585,102,98,535,442,94,583,1697,14,717,46,684,66427,2,13,60
"CARLOS RAMIRO CHAVARRO CUELLAR","CONSERVADORES",5,224,3,545,1627,169,335,97,2423,93,98,323,287,46,2286,15,3,23294,1966,144,139,202,486,577,126,80,4,2149,46,4409,137,13,1,94
"JOSE IVAN CLAVIJO CONTRERAS","CONSERVADORES",4,166,462,490,797,557,142,14,11,25,61,613,12,44,159,2,0,32,39,316,31,1292,15937,27,35,24,28,489,88,54,285,0,3,25
"ELIAN RIOS GARCIA","CONSERVADORES",4,166,5,142,284,69,38,37,7,5,20,68,8,42,843,0,3,36,30,50,18,45,41,8,4,32,0,709,14,67,94,5,0,3
"JUAN SAMY MERHEG MARUN","CONSERVADORES",4,533,132,427,698,170,254,470,38,45,288,134,141,150,308,0,2,213,122,232,300,8724,118,25,3084,22506,8,171,104,11151,7224,0,14,104
"FERNANDO EUSTACIO TAMAYO TAMAYO","CONSERVADORES",3,476,37,1182,9897,406,6696,108,464,93,406,65,1074,296,17645,20,49,659,103,357,504,114,91,56,38,124,12,541,100,656,839,11,18,37
"JUAN RAMON JIMENEZ LARA","CONSERVADORES",3,7572,27,163,2563,161,192,288,33,23,1191,19,13,414,310,1,1,103,20,60,145,403,133,23,266,675,0,363,225,336,1380,0,6,139
"YAMINA DEL CARMEN PESTANA ROJAS","CONSERVADORES",3,3023,10,1520,565,3898,104,72,3,10,27,372,4,50202,193,0,3,57,4361,1590,12,35,95,4,17,34,36,172,18298,83,250,21,2,17
"GERALDO RAFAEL MEZA VALDES","CONSERVADORES",3,299,5,156,130,1486,58,20,3,0,5,80,9,109,49,1,1,63,17,61,4,16,382,10,657,26,0,84,37,23,34,1,0,6
"NADYA GEORGETTE BLEL SCAFF","CONSERVADORES",2,334,5,2305,546,30533,132,52,17,413,29,516,14,2479,175,6,9,89,640,1160,97,311,220,12,19,457,23,377,828,354,202,1,3,34
"JORGE IVAN ORTIZ ARISTIZABAL","CONSERVADORES",2,122,4,118,527,117,242,17,33,3,21,42,16,88,221,0,0,288,59,19,11,120,83,12,25,28,6,37,65,125,66,1,2,18
"GERMAN VILLEGAS VILLEGAS","CONSERVADORES",2,937,3,107,411,67,59,72,25,3,1492,13,120,126,116,1,20,384,12,69,19,2865,82,30,52,135,1,35,713,128,22300,1,1,39
"SHIRLEY GUERRERO LOPEZ","CONSERVADORES",2,192,2,22,80,12,8,6,2,2,8,6,2,12,34,0,0,11,4,12,7,16,18,3,4,16,0,16,8,27,34,0,0,1
"MAURICIO DIAZ ARELLANO","CONSERVADORES",2,292,0,41,57,23,14,19,3,3,4,7,15,28,26,1,0,10,13,206,2,18,14,4,2,13,0,15,10,18,53,0,0,0
"RAFAEL ANTONIO RODRIGUEZ MORENO","CONSERVADORES",2,169,1,35,59,63,43,42,6,1,13,12,11,185,60,0,1,23,41,17,10,41,22,4,7,22,0,31,58,29,31,0,0,0
"LUZ ESTELA CACERES MORALES","CONSERVADORES",1,438,5,2730,737,21137,101,11,13,10,502,1209,15,317,661,1,19,30,1466,1334,261,59,65,8,23,27,74,373,905,159,115,152,1,24
"RAUL ALFONSO CARDOZO ORDOÑEZ","CONSERVADORES",1,193,21,131,879,248,225,25,4,7,20,1045,11,122,135,0,6,51,152,242,39,48,395,7,5,53,0,14476,11,120,101,5,11,13
"YAKELINE GALVAN LOBO","CONSERVADORES",1,79,3,95,164,114,48,17,18,10,13,899,23,17,51,0,3,110,10,47,5,173,79,20,21,21,1,92,11,40,154,0,3,6
"KATTY LORENA CERVANTES PEREZ","CONSERVADORES",1,10,2,85,24,63,4,3,3,0,0,6,0,3,23,0,0,4,5,51,0,5,28,0,0,34,1,20,3,12,31,0,0,11
"JESSE JAIRO FONSECA CAMACHO","CONSERVADORES",1,62,1,371,147,41,17,7,1,0,8,20,2,21,26,1,0,15,6,9,4,14,118,5,3,38,1,19,12,14,24,0,0,3
"LAUREANO AUGUSTO ACUÑA DIAZ","CONSERVADORES",1,869,21,71970,1553,1928,291,72,60,15,85,1338,49,232,1860,0,15,165,260,1801,64,179,225,66,26,273,99,516,1087,194,324,1,3,26
"CARLOS ARTURO POSSO MENDOZA","CONSERVADORES",1,256,31,154,145,74,40,43,14,4,67,14,11,40,101,0,6,41,12,77,30,43,58,17,9,31,4,50,19,55,132,1,0,8
"JORGE ARMANDO MENDIETA POVEDA","CONSERVADORES",1,187,5,66,152,36,44,30,9,1,28,18,12,64,112,2,5,35,9,24,19,65,63,7,14,44,1,38,26,63,111,0,1,5
"ROSA MARLENE BURBANO RAMIREZ","CONSERVADORES",1,182,1,92,129,40,40,19,9,3,23,12,17,51,79,1,3,36,18,17,15,102,46,16,26,125,3,56,14,168,103,2,2,30
"CLAUDIA DANGOND GIBSONE","CONSERVADORES",1,221,5,80,683,37,47,28,6,3,22,24,6,69,96,0,6,22,16,39,9,119,208,11,20,245,1,57,15,118,123,1,0,23
"NATALIA MORALES URQUIJO","CONSERVADORES",1,120,3,45,116,42,35,22,5,5,12,10,4,54,55,0,3,22,16,13,11,117,30,7,27,207,2,34,19,323,227,0,0,6
"FELIX MARIA NARVAEZ LOSADA","CONSERVADORES",1,173,1,234,120,27,103,11,111,1,16,16,8,24,51,0,0,52,4,9,9,22,23,9,4,36,1,21,69,38,151,1,0,9
"CONRADO DE JESUS ROJAS ARANGO","CONSERVADORES",1,136,0,22,50,31,5,18,2,1,6,10,3,9,21,0,0,10,4,29,4,9,11,3,5,19,0,2,8,17,23,0,0,0
"CAROL ASTRID GUAQUETA GUTIERREZ","CONSERVADORES",1,343,0,46,236,24,36,8,4,1,20,17,7,88,63,0,5,19,15,11,6,32,21,12,7,24,1,39,14,24,46,1,0,0
"WILSON GERARDO VINCHERY ROJAS","CONSERVADORES",1,110,2,57,50,23,90,21,4,1,5,8,1,32,53,0,0,21,8,19,4,23,20,9,5,17,1,21,5,18,42,0,0,0
"HEYDE LOPEZ DURAN","CONSERVADORES",1,118,0,37,141,51,11,14,1,0,4,11,2,110,47,0,0,18,15,92,4,13,12,5,2,16,0,20,23,10,43,1,0,4
"LUIS MANUEL RODRIGUEZ MARTINEZ","CONSERVADORES",1,215,0,90,88,67,26,51,5,0,215,19,60,92,33,0,1,26,42,69,4,45,25,12,14,22,0,24,68,28,90,0,0,2
"MARTA CECILIA RAMIREZ ORREGO","CONSERVADORES",1,27360,6,184,611,108,289,393,235,7,41,38,725,191,445,4,12,59,269,80,25,69,274,349,697,185,11,51,255,217,158,0,0,19
"ANGELMIRO ALVARADO MENDIETA","CONSERVADORES",0,577,5,480,467,240,161,7,30,4,44,59,29,1108,461,1,5,298,20,69,85,48,71,22,9,70,12,75,13,80,307,8,0,24
"RODRIGO GRAJALES VALENCIA","CONSERVADORES",0,134,1,30,55,142,20,8,34,2,5,11,10,15,37,0,0,158,31,19,5,34,12,5,6,15,2,36,4,89,35,0,1,28
"GLADYS HELENA ORTIZ FLOREZ","CONSERVADORES",0,149,0,37,53,59,19,5,7,4,2,24,12,9,52,2,0,20,10,7,2,19,12,3,1,11,1,31,2,15,29,1,0,92
"JUAN JOSE TORRES SERRATO","CONSERVADORES",0,69,1,39,99,50,4,28,109,0,2,7,5,3,21,0,0,28,12,27,1,14,12,4,2,3,2,7,8,12,22,0,0,1
"HECTOR HORACIO VARGAS","CONSERVADORES",0,47,0,11,28,50,7,7,4,0,5,10,4,9,27,0,0,16,12,1,5,12,8,3,2,2,0,14,32,9,18,1,0,9
"MARTHA HELENA PEREZ GAVIRIA","CONSERVADORES",0,78,2,45,263,850,8,22,0,2,6,24,4,56,45,0,0,36,16,71,5,45,42,2,9,11,13,37,31,48,46,0,0,8
"ANGEL ESTEBAN RODRIGUEZ RIASCOS","CONSERVADORES",0,55,1,116,45,21,16,2,1,2,5,6,7,8,54,0,0,13,4,3,8,24,14,5,2,14,2,15,2,9,25,0,0,2
"MIGUEL DE JESUS NIÑO SANDOVAL","CONSERVADORES",0,297,20,114,406,59,153,16,13,2,32,16,78,20,110,0,15,23,9,69,26,44,608,3,29,29,3,54,31,49,198,2,1,34
"LUIS ALBERTO LOPEZ GONZALEZ","CONSERVADORES",0,234,5,622,169,98,77,69,9,3,33,37,31,71,152,0,7,55,19,50,29,49,80,16,18,704,11,95,32,135,368,2,2,4
"MAURICIO FERNANDEZ FRANCO","CONSERVADORES",0,219,8,324,232,52,44,36,5,14,23,30,10,107,132,2,6,38,32,53,381,46,68,11,4,98,3,87,41,78,120,0,6,4
"ROSA ANA CAMACHO WEVERBERG","CONSERVADORES",0,191,3,61,221,64,45,31,7,1,21,15,14,75,77,0,1,15,15,15,7,48,47,8,16,111,3,61,23,117,84,0,0,14
"LEONEL GOMEZ MURILLO","CONSERVADORES",0,177,6,59,168,25,26,17,8,3,19,9,30,34,66,0,2,38,10,17,7,48,38,5,24,162,2,25,15,113,143,0,2,22
"JUAN CARLOS CUARTAS SALGADO","CONSERVADORES",0,221,17,85,138,36,21,17,5,1,12,26,4,40,77,0,4,28,18,25,10,51,38,11,11,128,2,47,12,175,107,0,1,3
"RUBEN DARIO GIRALDO CARVAJAL","CONSERVADORES",0,171,0,33,235,46,38,26,9,1,14,9,14,36,47,0,3,14,12,29,8,44,28,7,12,46,1,33,15,122,86,0,0,6
"DIANA PATRICIA CELY SEGURA","CONSERVADORES",0,190,4,92,157,92,102,42,3,7,29,13,9,35,84,0,1,39,7,24,11,56,44,9,10,39,1,39,25,54,175,0,1,5
"HECTOR HERNANDO BENITEZ MORENO","CONSERVADORES",0,835,1,108,137,41,44,22,13,0,49,12,6,18,83,1,5,107,15,14,11,168,24,12,10,25,0,39,11,45,91,1,0,5
"JESUS EDUARDO ORTIZ JIMENEZ","CONSERVADORES",0,119,3,121,280,123,39,43,16,11,15,10,1,15,97,0,0,83,20,88,9,76,34,10,6,29,0,49,24,214,134,1,0,5
"RODOLFO RINCON SOSA","CONSERVADORES",0,112,2,30,85,18,21,24,4,1,11,3,2,17,37,1,1,18,4,8,4,26,17,4,1,19,0,15,9,31,57,1,0,1
"JAVIER ARMANDO SUAREZ PASCAGAZA","CONSERVADORES",0,74,0,6,242,5,19,16,6,0,3,3,0,10,409,10,0,13,9,5,4,12,7,5,6,9,0,27,15,32,46,0,0,1
"JOSE MIGUEL SALCEDO LUNA","CONSERVADORES",0,36,0,143,132,28,5,3,0,1,17,10,7,89,133,0,0,31,6,97,6,788,15,26,8,3,3,12,214,19,91,0,0,1
"LUZ ALBA MUÑETON JARAMILLO","CONSERVADORES",0,21,0,20,41,19,4,9,0,1,4,4,1,10,19,0,0,10,2,7,1,31,6,3,4,6,0,3,4,9,13,0,0,15
"SILVIA MARCELA CORREA RODRIGUEZ","CONSERVADORES",0,22,0,9,28,10,13,8,1,0,3,0,3,11,38,0,0,8,1,5,1,9,4,3,1,12,0,2,10,6,24,1,0,75
"GINNA FERNANDA GARCIA AGUILAR","CONSERVADORES",0,26,0,21,34,9,4,9,1,0,1,2,1,11,4,0,0,4,0,13,2,9,6,1,1,6,0,3,6,13,18,0,0,0
"LUIS FERNANDO YANES ESCOBAR","CONSERVADORES",0,21,1,6,32,22,11,24,2,7,4,1,4,8,27,0,0,6,12,7,2,21,6,0,0,7,1,5,4,8,92,0,0,53
"ANGEL MARIA PRIETO MONCADA","CONSERVADORES",0,36,0,30,36,12,2,8,1,0,2,4,3,5,12,0,0,4,0,5,0,3,4,2,3,2,0,4,1,7,13,0,0,1
"ALBERTO LIZARAZO","CONSERVADORES",0,95,0,6,49,7,8,168,6,1,3,1,21,8,49,0,0,2,0,34,2,5,8,6,8,71,0,3,4,18,11,0,0,0
"JUAN FELIPE BEDOYA LOPEZ","CONSERVADORES",0,34,1,11,117,5,4,47,1,0,5,3,46,23,30,0,1,10,1,6,5,16,7,9,7,9,0,13,10,15,11,0,0,13
"MAX ENRIQUE RODRIGUEZ ARENAS","CONSERVADORES",0,52,0,257,50,17,9,2,1,0,3,13,2,10,17,1,0,4,3,8,1,22,13,4,0,1,1,80,7,5,12,0,0,4
"ROCIO DEL PILAR SANCHEZ BERMUDEZ","CONSERVADORES",0,516,3,212,75,42,31,25,6,2,31,69,14,107,113,0,3,31,21,24,8,41,116,17,9,37,2,48,20,45,76,1,0,1
"PEDRO INAEL LAYTON CAVIEDES","CONSERVADORES",0,85,3,36,316,25,36,11,2,1,13,9,2,27,96,0,0,70,3,13,7,17,14,3,3,12,1,19,8,23,38,0,1,1
"GERMAN GUSTAVO VIVAS GUERRERO","CONSERVADORES",0,124,0,40,80,58,12,15,4,1,12,11,4,34,38,0,2,13,5,16,6,8,16,9,4,9,0,10,6,19,29,0,1,1
"JOHN JAIRO DIAZ GAVIRIA","CONSERVADORES",0,198,0,847,923,117,102,21,57,3,40,142,13,113,763,0,3,49,23,461,12,41,32,7,74,61,3,32,89,157,146,0,0,6
"BEATRIZ VICTORIA HINESTROZA LOPEZ","CONSERVADORES",0,157,1,41,55,45,17,9,3,1,4,15,7,29,37,0,1,16,4,46,3,15,14,6,4,22,5,16,6,16,36,0,0,1
"JUAN CARLOS DONADO CAAMAÑO","CONSERVADORES",0,133,1,209,232,486,14,14,2,1,8,20,2,28,46,1,1,20,13,408,5,30,25,24,18,10,0,22,29,18,37,0,14,5
"ALVARO JOSE RUDAS GARZON","CONSERVADORES",0,115,0,41,58,45,16,16,2,1,6,6,7,29,21,0,3,7,3,218,3,12,19,4,2,13,2,20,4,17,70,0,0,2
"RAUL ALBERTO VIVES LACOUTURE","CONSERVADORES",0,243,0,443,217,154,19,10,1,8,4,224,5,555,56,2,1,22,423,18879,28,17,57,2,2,16,1,40,16,41,62,1,0,15
"LINDOR LEXCER LESMES INFANTE","CONSERVADORES",0,195,1,68,56,61,10,24,6,2,4,11,9,273,36,0,1,25,32,28,67,18,25,12,9,24,0,17,206,28,51,0,1,1
"JUAN CASAS RODRIGUEZ","CONSERVADORES",0,236,0,30,127,112,38,43,6,2,13,13,36,412,39,0,0,13,21,28,7,19,13,9,16,18,3,24,104,44,79,1,1,1
"SOLO LISTA MOVIMIENTO MIRA","MIRA",255,23972,2023,5896,69218,5496,6410,12004,10276,1933,14414,2554,2439,4823,17750,30,913,9588,728,4560,7216,6390,4105,6009,13369,17622,177,9676,1166,13280,42041,30,115,10465
"GLORIA STELLA DIAZ ORTIZ","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUEL ANTONIO VIRGUEZ PIRAQUIVE","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CARLOS ALBERTO BAENA LOPEZ","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MARISOL MORENO ROMERO","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HEYDER ORLANDO GOMEZ DIAZ","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JACQUELINE TOLOZA CASTAÑO","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAURIN DEL ROSARIO BERNAL CERQUERA","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUIS ERNESTO OLAVE VALENCIA","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDRES FELIPE OCAMPO VILLEGAS","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEBASTIAN MARTINEZ LADINO","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JANNER ERIBERTO ALEMAN SEVERICHE","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TERESA ORTIZ NAVIA","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LACIDES MAZUERA SANCHEZ","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUBY TABARES CALERO","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MARIA FELISA PASPUR POSSO","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAXIMILIANO TOVAR DEVIA","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROSA ASUNCION PINO CAICEDO","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAURICIO PULGARIN ARIAS","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MONICA MARIN PEÑUELA","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAKSSON ASPRILLA RAMOS","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GILBERTO ECHEVERRIA SUAREZ","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLAUDIA LILIANA MEDINA MARTINEZ","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLAUDIA ALEXANDRA SAAVEDRA BECERRA","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FABIO ANTONIO VILLA VILLA","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUZVY CELENA CALDERON CALDERON","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENALBA ISABEL LOBO DE HOYOS","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARMANDO SARMIENTO MORENO","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MARIA ELENA DE JESUS SOLANO","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEDRO ELISEO VILLALBA VARGAS","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BELISARIA MOSQUERA TELLO","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROSENDO GABRIEL GOMEZ MARTINEZ","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EVA YOLANDA CASAS PIRAQUIVE","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DIEGO ANDRES URUEÑA REINA","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MARGERY FLOREZ VALENCIA","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZOILA ROSA ANGULO RODELO","MIRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
